batch_id,plant_id,batch_start,batch_end,status,planned_duration_minutes
BCH-00316,PLT-001,2024-06-19 16:35:54,2024-06-19 23:35:54,completed,420
BCH-00317,PLT-001,2024-06-20 10:09:43,2024-06-20 12:48:13,aborted,420
BCH-00318,PLT-001,2024-06-21 14:49:00,2024-06-21 19:35:48,aborted,420
BCH-00319,PLT-001,2024-06-21 19:19:31,2024-06-22 03:05:38,completed,420
BCH-00320,PLT-001,2024-06-21 19:58:32,2024-06-22 03:51:29,completed,420
BCH-00321,PLT-001,2024-06-22 08:21:02,2024-06-22 17:52:06,completed,420
BCH-00322,PLT-001,2024-06-22 12:23:35,2024-06-22 21:53:07,completed,420
BCH-00323,PLT-001,2024-06-22 13:40:16,2024-06-23 01:37:00,completed,420
BCH-00324,PLT-001,2024-06-23 11:05:09,2024-06-23 21:58:50,completed,420
BCH-00325,PLT-001,2024-06-25 13:34:12,2024-06-26 00:26:29,completed,420
BCH-00326,PLT-001,2024-06-25 19:42:21,2024-06-26 03:43:31,completed,420
BCH-00327,PLT-001,2024-06-26 08:19:52,2024-06-26 15:33:47,completed,420
BCH-00328,PLT-001,2024-06-26 11:23:18,2024-06-26 18:23:18,completed,420
BCH-00329,PLT-001,2024-06-27 09:37:50,2024-06-28 00:35:31,completed,420
BCH-00330,PLT-001,2024-06-27 10:01:59,2024-06-27 17:01:59,completed,420
BCH-00331,PLT-001,2024-06-28 05:40:05,2024-06-28 12:59:35,completed,420
BCH-00332,PLT-001,2024-06-28 06:10:13,2024-06-28 11:28:36,aborted,420
BCH-00333,PLT-001,2024-06-29 12:47:20,2024-06-29 19:54:38,completed,420
BCH-00334,PLT-001,2024-07-01 19:07:46,2024-07-02 02:52:02,completed,420
BCH-00335,PLT-001,2024-07-02 14:56:47,2024-07-02 23:29:30,completed,420
BCH-00336,PLT-001,2024-07-03 07:49:06,2024-07-03 17:08:07,completed,420
BCH-00337,PLT-001,2024-07-03 12:52:10,2024-07-03 19:52:10,completed,420
BCH-00338,PLT-001,2024-07-03 18:10:07,2024-07-04 02:29:09,completed,420
BCH-00339,PLT-001,2024-07-05 01:22:26,2024-07-05 01:54:14,aborted,420
BCH-00340,PLT-001,2024-07-05 17:58:28,2024-07-06 01:24:36,completed,420
BCH-00341,PLT-001,2024-07-07 05:14:09,2024-07-07 12:39:26,completed,420
BCH-00342,PLT-001,2024-07-07 23:49:25,2024-07-08 09:04:01,completed,420
BCH-00343,PLT-001,2024-07-08 03:09:58,2024-07-08 13:44:20,completed,420
BCH-00344,PLT-001,2024-07-09 08:24:57,2024-07-09 17:56:15,completed,420
BCH-00345,PLT-001,2024-07-09 21:23:39,2024-07-10 06:11:59,aborted,420
BCH-00346,PLT-001,2024-07-10 13:37:18,2024-07-10 18:52:41,aborted,420
BCH-00347,PLT-001,2024-07-12 04:48:31,2024-07-12 06:30:15,aborted,420
BCH-00348,PLT-001,2024-07-12 15:39:19,2024-07-12 15:55:21,aborted,420
BCH-00349,PLT-001,2024-07-12 20:37:43,2024-07-12 21:01:23,aborted,420
BCH-00350,PLT-001,2024-07-14 00:45:01,2024-07-14 07:45:01,completed,420
BCH-00351,PLT-001,2024-07-14 15:52:53,2024-07-15 01:19:04,completed,420
BCH-00352,PLT-001,2024-07-14 18:57:36,2024-07-15 03:19:09,completed,420
BCH-00353,PLT-001,2024-07-14 19:04:05,2024-07-14 20:15:16,aborted,420
BCH-00354,PLT-001,2024-07-15 01:33:51,2024-07-15 12:31:49,completed,420
BCH-00355,PLT-001,2024-07-15 12:05:21,2024-07-16 02:03:13,completed,420
BCH-00356,PLT-001,2024-07-15 14:31:54,2024-07-16 01:30:19,completed,420
BCH-00357,PLT-001,2024-07-15 21:55:09,2024-07-16 02:18:51,aborted,420
BCH-00358,PLT-001,2024-07-15 22:38:42,2024-07-16 07:24:46,completed,420
BCH-00359,PLT-001,2024-07-15 22:59:43,2024-07-16 11:42:35,completed,420
BCH-00360,PLT-001,2024-07-16 05:24:44,2024-07-16 14:59:25,aborted,420
BCH-00361,PLT-001,2024-07-16 23:17:32,2024-07-17 07:44:19,completed,420
BCH-00362,PLT-001,2024-07-17 02:55:57,2024-07-17 11:05:53,completed,420
BCH-00363,PLT-001,2024-07-17 23:19:40,2024-07-18 06:44:48,completed,420
BCH-00364,PLT-001,2024-07-18 05:00:22,2024-07-18 13:12:46,completed,420
BCH-00365,PLT-001,2024-07-18 09:44:59,2024-07-18 21:37:54,completed,420
BCH-00366,PLT-001,2024-07-19 00:58:31,2024-07-19 08:16:26,completed,420
BCH-00367,PLT-001,2024-07-19 01:32:47,2024-07-19 10:34:10,completed,420
BCH-00368,PLT-001,2024-07-19 17:52:51,2024-07-20 00:52:51,completed,420
BCH-00369,PLT-001,2024-07-19 22:26:49,2024-07-20 06:17:29,completed,420
BCH-00370,PLT-001,2024-07-20 10:18:25,2024-07-20 20:28:24,completed,420
BCH-00371,PLT-001,2024-07-20 13:27:34,2024-07-20 23:18:41,completed,420
BCH-00372,PLT-001,2024-07-20 23:48:47,2024-07-21 11:28:10,aborted,420
BCH-00373,PLT-001,2024-07-21 00:59:51,2024-07-21 09:31:06,completed,420
BCH-00374,PLT-001,2024-07-21 22:05:03,2024-07-22 07:52:59,completed,420
BCH-00375,PLT-001,2024-07-22 08:25:26,2024-07-22 18:17:12,completed,420
BCH-00376,PLT-001,2024-07-23 23:05:38,2024-07-24 09:37:53,completed,420
BCH-00377,PLT-001,2024-07-24 11:58:19,2024-07-24 14:04:32,aborted,420
BCH-00378,PLT-001,2024-07-24 21:51:42,2024-07-25 05:07:35,completed,420
BCH-00379,PLT-001,2024-07-25 01:33:31,2024-07-25 10:58:32,completed,420
BCH-00380,PLT-001,2024-07-27 11:46:08,2024-07-27 19:30:28,aborted,420
BCH-00381,PLT-001,2024-07-28 14:12:36,2024-07-28 21:12:36,completed,420
BCH-00382,PLT-001,2024-07-29 12:17:54,2024-07-29 21:34:18,completed,420
BCH-00383,PLT-001,2024-07-29 18:59:09,2024-07-29 23:39:46,aborted,420
BCH-00384,PLT-001,2024-07-30 10:59:09,2024-07-30 21:17:08,aborted,420
BCH-00385,PLT-001,2024-07-30 18:01:36,2024-07-31 02:44:14,completed,420
BCH-00386,PLT-001,2024-07-31 07:46:28,2024-07-31 16:06:57,completed,420
BCH-00387,PLT-001,2024-07-31 16:07:25,2024-07-31 21:16:37,aborted,420
BCH-00388,PLT-001,2024-08-01 02:17:59,2024-08-01 11:28:08,completed,420
BCH-00389,PLT-001,2024-08-01 05:51:46,2024-08-01 22:26:17,completed,420
BCH-00390,PLT-001,2024-08-01 06:43:20,2024-08-01 13:21:01,aborted,420
BCH-00391,PLT-001,2024-08-01 10:17:47,2024-08-01 19:07:14,completed,420
BCH-00392,PLT-001,2024-08-02 18:52:40,2024-08-03 02:34:52,completed,420
BCH-00393,PLT-001,2024-08-03 03:15:11,2024-08-03 12:28:35,completed,420
BCH-00394,PLT-001,2024-08-05 01:13:53,2024-08-05 09:32:46,completed,420
BCH-00395,PLT-001,2024-08-05 05:44:50,2024-08-05 13:42:06,completed,420
BCH-00396,PLT-001,2024-08-05 09:23:55,2024-08-05 16:28:55,completed,420
BCH-00397,PLT-001,2024-08-07 04:48:08,2024-08-07 14:28:51,completed,420
BCH-00398,PLT-001,2024-08-08 05:39:59,2024-08-08 15:36:08,completed,420
BCH-00399,PLT-001,2024-08-08 09:48:36,2024-08-08 17:19:36,completed,420
BCH-00400,PLT-001,2024-08-08 19:28:14,2024-08-09 04:12:57,completed,420
BCH-00401,PLT-001,2024-08-09 07:32:23,2024-08-09 20:24:31,completed,420
BCH-00402,PLT-001,2024-08-09 08:29:31,2024-08-09 18:22:13,completed,420
BCH-00403,PLT-001,2024-08-09 16:37:48,2024-08-09 17:26:39,aborted,420
BCH-00404,PLT-001,2024-08-10 07:42:26,2024-08-10 15:51:26,completed,420
BCH-00405,PLT-001,2024-08-10 09:06:52,2024-08-10 13:50:56,aborted,420
BCH-00406,PLT-001,2024-08-10 19:37:23,2024-08-11 05:50:22,completed,420
BCH-00407,PLT-001,2024-08-11 07:24:13,2024-08-11 15:57:30,completed,420
BCH-00408,PLT-001,2024-08-11 15:55:59,2024-08-12 00:25:12,aborted,420
BCH-00409,PLT-001,2024-08-12 16:59:11,2024-08-13 04:15:45,completed,420
BCH-00410,PLT-001,2024-08-13 19:17:05,2024-08-14 03:52:33,completed,420
BCH-00411,PLT-001,2024-08-14 02:49:37,2024-08-14 14:01:32,completed,420
BCH-00412,PLT-001,2024-08-14 14:01:46,2024-08-14 21:59:20,completed,420
BCH-00413,PLT-001,2024-08-15 03:59:34,2024-08-15 11:06:01,completed,420
BCH-00414,PLT-001,2024-08-16 19:18:08,2024-08-17 04:28:58,completed,420
BCH-00415,PLT-001,2024-08-16 23:37:31,2024-08-17 09:35:33,completed,420
BCH-00416,PLT-001,2024-08-17 01:24:27,2024-08-17 10:33:37,completed,420
BCH-00417,PLT-001,2024-08-17 18:54:31,2024-08-18 02:47:17,completed,420
BCH-00418,PLT-001,2024-08-17 21:42:23,2024-08-18 00:11:39,aborted,420
BCH-00419,PLT-001,2024-08-18 09:24:47,2024-08-18 17:20:13,completed,420
BCH-00420,PLT-001,2024-08-19 01:29:54,2024-08-19 03:37:08,aborted,420
BCH-00421,PLT-001,2024-08-19 12:51:02,2024-08-19 19:51:02,completed,420
BCH-00422,PLT-001,2024-08-20 00:38:27,2024-08-20 08:32:09,completed,420
BCH-00423,PLT-001,2024-08-20 01:30:36,2024-08-20 09:45:14,completed,420
BCH-00424,PLT-001,2024-08-20 14:00:58,2024-08-20 22:27:47,completed,420
BCH-00425,PLT-001,2024-08-20 18:48:46,2024-08-21 06:39:53,completed,420
BCH-00426,PLT-001,2024-08-21 06:05:09,2024-08-21 10:14:22,aborted,420
BCH-00427,PLT-001,2024-08-21 10:15:48,2024-08-21 18:21:19,completed,420
BCH-00428,PLT-001,2024-08-21 15:16:40,2024-08-22 00:11:28,completed,420
BCH-00429,PLT-001,2024-08-21 23:41:51,2024-08-22 11:50:21,completed,420
BCH-00430,PLT-001,2024-08-22 04:14:53,2024-08-22 15:08:38,completed,420
BCH-00431,PLT-001,2024-08-22 15:20:41,2024-08-23 01:55:52,completed,420
BCH-00432,PLT-001,2024-08-23 18:56:31,2024-08-24 03:07:19,completed,420
BCH-00433,PLT-001,2024-08-24 13:36:20,2024-08-25 01:35:59,completed,420
BCH-00434,PLT-001,2024-08-25 05:43:57,2024-08-25 06:37:16,aborted,420
BCH-00435,PLT-001,2024-08-25 05:47:18,2024-08-25 16:05:50,completed,420
BCH-00436,PLT-001,2024-08-25 08:03:39,2024-08-25 15:39:08,completed,420
BCH-00437,PLT-001,2024-08-25 22:09:24,2024-08-26 12:36:37,completed,420
BCH-00438,PLT-001,2024-08-26 17:36:02,2024-08-26 20:13:06,aborted,420
BCH-00439,PLT-001,2024-08-26 23:59:01,2024-08-27 14:19:25,completed,420
BCH-00440,PLT-001,2024-08-27 06:23:57,2024-08-27 13:23:57,completed,420
BCH-00441,PLT-001,2024-08-27 11:49:10,2024-08-27 23:20:04,completed,420
BCH-00442,PLT-001,2024-08-30 03:58:40,2024-08-30 09:00:44,aborted,420
BCH-00443,PLT-001,2024-08-30 11:24:29,2024-08-30 20:51:05,completed,420
BCH-00444,PLT-001,2024-08-31 16:38:25,2024-09-01 00:31:39,completed,420
BCH-00445,PLT-001,2024-09-01 04:53:36,2024-09-01 13:27:21,completed,420
BCH-00446,PLT-001,2024-09-01 09:06:13,2024-09-01 10:16:00,aborted,420
BCH-00447,PLT-001,2024-09-01 19:20:26,2024-09-02 06:33:39,completed,420
BCH-00448,PLT-001,2024-09-02 04:37:58,2024-09-02 12:42:48,completed,420
BCH-00449,PLT-001,2024-09-02 14:18:27,2024-09-02 23:35:54,completed,420
BCH-00450,PLT-001,2024-09-02 19:17:11,2024-09-03 01:15:45,aborted,420
BCH-00451,PLT-001,2024-09-03 11:27:36,2024-09-03 19:29:30,completed,420
BCH-00452,PLT-001,2024-09-04 00:28:26,2024-09-04 08:20:07,completed,420
BCH-00453,PLT-001,2024-09-04 05:53:11,2024-09-04 18:14:52,completed,420
BCH-00454,PLT-001,2024-09-04 06:08:36,2024-09-04 14:27:41,completed,420
BCH-00455,PLT-001,2024-09-04 21:50:59,2024-09-05 10:28:38,completed,420
BCH-00456,PLT-001,2024-09-05 20:19:44,2024-09-06 03:33:02,completed,420
BCH-00457,PLT-001,2024-09-06 21:44:38,2024-09-07 07:03:37,completed,420
BCH-00458,PLT-001,2024-09-09 02:12:46,2024-09-09 03:35:37,aborted,420
BCH-00459,PLT-001,2024-09-09 02:15:26,2024-09-09 10:05:56,completed,420
BCH-00460,PLT-001,2024-09-09 12:31:16,2024-09-09 20:36:29,completed,420
BCH-00461,PLT-001,2024-09-10 07:26:55,2024-09-10 08:26:29,aborted,420
BCH-00462,PLT-001,2024-09-10 21:13:01,2024-09-11 05:35:46,completed,420
BCH-00463,PLT-001,2024-09-11 04:29:32,2024-09-11 13:16:51,completed,420
BCH-00464,PLT-001,2024-09-11 13:47:49,2024-09-11 22:42:48,completed,420
BCH-00465,PLT-001,2024-09-11 20:06:57,2024-09-12 04:57:12,completed,420
BCH-00466,PLT-001,2024-09-12 07:43:02,2024-09-12 11:17:44,aborted,420
BCH-00467,PLT-001,2024-09-12 22:45:36,2024-09-13 07:39:35,completed,420
BCH-00468,PLT-001,2024-09-13 13:23:11,2024-09-13 20:00:11,aborted,420
BCH-00469,PLT-001,2024-09-13 19:22:53,2024-09-14 03:48:34,completed,420
BCH-00470,PLT-001,2024-09-14 04:24:45,2024-09-14 12:02:32,aborted,420
BCH-00471,PLT-001,2024-09-14 20:34:49,2024-09-14 21:41:28,aborted,420
BCH-00472,PLT-001,2024-09-15 04:21:54,2024-09-15 16:07:08,completed,420
BCH-00473,PLT-001,2024-09-15 17:17:19,2024-09-16 05:14:00,completed,420
BCH-00474,PLT-001,2024-09-17 23:48:31,2024-09-18 10:43:00,completed,420
BCH-00475,PLT-001,2024-09-18 10:06:38,2024-09-19 02:47:00,completed,420
BCH-00476,PLT-001,2024-09-18 22:32:30,2024-09-19 06:48:07,completed,420
BCH-00477,PLT-001,2024-09-19 05:30:33,2024-09-19 18:39:52,completed,420
BCH-00478,PLT-001,2024-09-19 13:05:08,2024-09-19 17:48:01,aborted,420
BCH-00479,PLT-001,2024-09-19 14:27:04,2024-09-19 23:49:42,completed,420
BCH-00480,PLT-001,2024-09-19 17:17:21,2024-09-19 17:40:11,aborted,420
BCH-00481,PLT-001,2024-09-19 20:05:36,2024-09-20 03:34:29,completed,420
BCH-00482,PLT-001,2024-09-20 01:45:26,2024-09-20 02:38:36,aborted,420
BCH-00483,PLT-001,2024-09-21 11:34:04,2024-09-21 21:30:00,completed,420
BCH-00484,PLT-001,2024-09-22 22:13:34,2024-09-23 08:13:45,completed,420
BCH-00485,PLT-001,2024-09-23 02:52:18,2024-09-23 07:35:45,aborted,420
BCH-00486,PLT-001,2024-09-23 03:19:03,2024-09-23 13:11:38,completed,420
BCH-00487,PLT-001,2024-09-23 08:36:45,2024-09-23 20:02:57,completed,420
BCH-00488,PLT-001,2024-09-23 10:21:24,2024-09-23 20:59:09,aborted,420
BCH-00489,PLT-001,2024-09-23 19:56:29,2024-09-24 07:00:42,completed,420
BCH-00490,PLT-001,2024-09-24 20:10:35,2024-09-24 23:13:41,aborted,420
BCH-00491,PLT-001,2024-09-25 19:35:45,2024-09-26 07:30:09,completed,420
BCH-00492,PLT-001,2024-09-25 20:24:44,2024-09-26 06:10:47,aborted,420
BCH-00493,PLT-001,2024-09-27 13:15:10,2024-09-27 15:39:39,aborted,420
BCH-00494,PLT-001,2024-09-27 19:32:49,2024-09-27 23:54:57,aborted,420
BCH-00495,PLT-001,2024-09-28 10:28:20,2024-09-28 20:54:00,completed,420
BCH-00496,PLT-001,2024-09-29 06:25:36,2024-09-29 15:45:16,completed,420
BCH-00497,PLT-001,2024-09-29 20:15:25,2024-09-30 05:41:56,completed,420
BCH-00498,PLT-001,2024-09-29 23:50:43,2024-09-30 10:15:21,completed,420
BCH-00499,PLT-001,2024-09-30 00:16:55,2024-09-30 09:50:41,completed,420
BCH-00500,PLT-001,2024-10-01 02:26:27,2024-10-01 09:26:27,completed,420
BCH-00501,PLT-001,2024-10-01 03:57:39,2024-10-01 11:57:30,completed,420
BCH-00502,PLT-001,2024-10-01 10:19:04,2024-10-01 16:00:07,aborted,420
BCH-00503,PLT-001,2024-10-01 11:35:23,2024-10-01 23:03:56,completed,420
BCH-00504,PLT-001,2024-10-02 00:24:51,2024-10-02 07:24:51,completed,420
BCH-00505,PLT-001,2024-10-02 07:02:56,2024-10-02 14:48:06,completed,420
BCH-00506,PLT-001,2024-10-03 17:27:25,2024-10-04 01:49:51,completed,420
BCH-00507,PLT-001,2024-10-04 14:47:24,2024-10-05 03:40:44,completed,420
BCH-00508,PLT-001,2024-10-04 20:16:56,2024-10-05 04:11:12,completed,420
BCH-00509,PLT-001,2024-10-05 04:41:00,2024-10-05 13:33:18,completed,420
BCH-00510,PLT-001,2024-10-05 07:29:40,2024-10-05 08:24:40,aborted,420
BCH-00511,PLT-001,2024-10-06 00:24:32,2024-10-06 08:51:18,completed,420
BCH-00512,PLT-001,2024-10-06 10:29:01,2024-10-06 18:01:22,completed,420
BCH-00513,PLT-001,2024-10-06 12:24:04,2024-10-06 23:55:55,completed,420
BCH-00514,PLT-001,2024-10-06 12:34:58,2024-10-06 18:04:55,aborted,420
BCH-00515,PLT-001,2024-10-06 21:53:31,2024-10-07 06:37:07,completed,420
BCH-00516,PLT-001,2024-10-08 01:26:39,2024-10-08 11:57:58,completed,420
BCH-00517,PLT-001,2024-10-08 10:50:07,2024-10-08 18:18:26,aborted,420
BCH-00518,PLT-001,2024-10-08 22:45:09,2024-10-09 09:48:26,completed,420
BCH-00519,PLT-001,2024-10-10 05:33:04,2024-10-10 14:59:46,completed,420
BCH-00520,PLT-001,2024-10-11 04:32:20,2024-10-11 18:14:08,completed,420
BCH-00521,PLT-001,2024-10-11 17:34:38,2024-10-12 02:49:02,completed,420
BCH-00522,PLT-001,2024-10-12 03:21:05,2024-10-12 11:44:31,completed,420
BCH-00523,PLT-001,2024-10-12 15:37:28,2024-10-12 17:47:51,aborted,420
BCH-00524,PLT-001,2024-10-13 04:11:09,2024-10-13 12:53:49,completed,420
BCH-00525,PLT-001,2024-10-13 08:59:21,2024-10-13 19:25:13,completed,420
BCH-00526,PLT-001,2024-10-14 09:06:06,2024-10-14 10:56:27,aborted,420
BCH-00527,PLT-001,2024-10-15 14:33:49,2024-10-15 15:33:59,aborted,420
BCH-00528,PLT-001,2024-10-16 02:16:42,2024-10-16 10:18:33,completed,420
BCH-00529,PLT-001,2024-10-16 09:44:54,2024-10-16 21:21:06,completed,420
BCH-00530,PLT-001,2024-10-17 06:51:49,2024-10-17 13:15:05,aborted,420
BCH-00531,PLT-001,2024-10-17 12:48:31,2024-10-17 23:19:02,completed,420
BCH-00532,PLT-001,2024-10-17 13:39:44,2024-10-17 23:18:39,completed,420
BCH-00533,PLT-001,2024-10-18 04:37:43,2024-10-18 16:52:41,completed,420
BCH-00534,PLT-001,2024-10-19 11:59:53,2024-10-19 17:09:51,aborted,420
BCH-00535,PLT-001,2024-10-19 19:09:42,2024-10-19 23:16:17,aborted,420
BCH-00536,PLT-001,2024-10-21 02:31:48,2024-10-21 10:55:49,completed,420
BCH-00537,PLT-001,2024-10-21 13:59:11,2024-10-21 23:18:08,completed,420
BCH-00538,PLT-001,2024-10-21 17:12:49,2024-10-22 03:44:48,completed,420
BCH-00539,PLT-001,2024-10-21 23:21:34,2024-10-22 06:05:56,aborted,420
BCH-00540,PLT-001,2024-10-22 10:08:07,2024-10-22 18:03:36,completed,420
BCH-00541,PLT-001,2024-10-22 21:40:40,2024-10-22 22:38:54,aborted,420
BCH-00542,PLT-001,2024-10-22 21:52:26,2024-10-23 14:17:39,completed,420
BCH-00543,PLT-001,2024-10-25 00:45:57,2024-10-25 16:36:27,completed,420
BCH-00544,PLT-001,2024-10-25 05:17:43,2024-10-25 15:54:41,completed,420
BCH-00545,PLT-001,2024-10-25 16:50:31,2024-10-25 19:26:44,aborted,420
BCH-00546,PLT-001,2024-10-26 00:31:25,2024-10-26 11:49:27,completed,420
BCH-00547,PLT-001,2024-10-27 01:09:22,2024-10-27 17:08:01,completed,420
BCH-00548,PLT-001,2024-10-27 03:02:24,2024-10-27 06:42:21,aborted,420
BCH-00549,PLT-001,2024-10-29 10:50:46,2024-10-29 20:02:42,completed,420
BCH-00550,PLT-001,2024-10-29 16:56:58,2024-10-29 23:50:21,aborted,420
BCH-00551,PLT-001,2024-10-30 03:08:28,2024-10-30 12:39:09,completed,420
BCH-00552,PLT-001,2024-10-30 04:33:28,2024-10-30 07:37:04,aborted,420
BCH-00553,PLT-001,2024-10-30 12:44:12,2024-10-30 19:22:32,aborted,420
BCH-00554,PLT-001,2024-10-30 15:00:04,2024-10-31 06:38:12,completed,420
BCH-00555,PLT-001,2024-10-31 06:56:09,2024-10-31 19:54:57,completed,420
BCH-00556,PLT-001,2024-10-31 14:22:32,2024-10-31 23:54:45,aborted,420
BCH-00557,PLT-001,2024-11-01 02:54:48,2024-11-01 03:32:18,aborted,420
BCH-00558,PLT-001,2024-11-03 14:38:24,2024-11-03 22:56:46,completed,420
BCH-00559,PLT-001,2024-11-04 19:05:58,2024-11-05 03:48:21,completed,420
BCH-00560,PLT-001,2024-11-05 07:16:14,2024-11-05 09:33:02,aborted,420
BCH-00561,PLT-001,2024-11-05 11:49:47,2024-11-06 00:04:15,completed,420
BCH-00562,PLT-001,2024-11-05 14:38:22,2024-11-05 23:39:47,completed,420
BCH-00563,PLT-001,2024-11-05 17:47:06,2024-11-06 03:28:36,completed,420
BCH-00564,PLT-001,2024-11-06 01:29:09,2024-11-06 09:29:57,completed,420
BCH-00565,PLT-001,2024-11-06 02:54:15,2024-11-06 10:46:07,aborted,420
BCH-00566,PLT-001,2024-11-06 07:45:59,2024-11-06 12:39:16,aborted,420
BCH-00567,PLT-001,2024-11-06 13:32:21,2024-11-06 17:26:35,aborted,420
BCH-00568,PLT-001,2024-11-06 20:11:36,2024-11-07 04:40:07,completed,420
BCH-00569,PLT-001,2024-11-07 05:00:16,2024-11-07 16:35:22,completed,420
BCH-00570,PLT-001,2024-11-07 11:22:35,2024-11-07 20:18:36,completed,420
BCH-00571,PLT-001,2024-11-08 16:07:07,2024-11-09 01:22:01,completed,420
BCH-00572,PLT-001,2024-11-09 08:24:29,2024-11-09 18:11:21,completed,420
BCH-00573,PLT-001,2024-11-09 17:31:44,2024-11-10 01:35:44,aborted,420
BCH-00574,PLT-001,2024-11-10 02:52:08,2024-11-10 16:26:34,completed,420
BCH-00575,PLT-001,2024-11-10 03:32:38,2024-11-10 14:02:05,completed,420
BCH-00576,PLT-001,2024-11-10 08:31:38,2024-11-10 15:53:24,completed,420
BCH-00577,PLT-001,2024-11-10 11:21:28,2024-11-10 14:34:24,aborted,420
BCH-00578,PLT-001,2024-11-10 11:39:31,2024-11-10 16:02:34,aborted,420
BCH-00579,PLT-001,2024-11-11 08:17:18,2024-11-11 10:19:15,aborted,420
BCH-00580,PLT-001,2024-11-11 10:49:01,2024-11-11 22:33:41,completed,420
BCH-00581,PLT-001,2024-11-11 13:01:44,2024-11-11 16:40:02,aborted,420
BCH-00582,PLT-001,2024-11-12 22:46:20,2024-11-13 04:24:30,aborted,420
BCH-00583,PLT-001,2024-11-13 16:46:42,2024-11-13 17:13:15,aborted,420
BCH-00584,PLT-001,2024-11-14 07:12:13,2024-11-14 18:33:33,completed,420
BCH-00585,PLT-001,2024-11-14 09:32:02,2024-11-14 09:48:18,aborted,420
BCH-00586,PLT-001,2024-11-14 12:02:35,2024-11-14 22:18:22,completed,420
BCH-00587,PLT-001,2024-11-15 15:27:53,2024-11-16 02:31:04,completed,420
BCH-00588,PLT-001,2024-11-15 19:58:10,2024-11-16 04:56:58,completed,420
BCH-00589,PLT-001,2024-11-16 10:20:24,2024-11-16 17:27:48,completed,420
BCH-00590,PLT-001,2024-11-16 16:34:25,2024-11-17 03:56:04,completed,420
BCH-00591,PLT-001,2024-11-16 21:22:23,2024-11-16 23:31:00,aborted,420
BCH-00592,PLT-001,2024-11-17 06:33:37,2024-11-17 08:35:50,aborted,420
BCH-00593,PLT-001,2024-11-17 11:19:23,2024-11-17 17:49:32,aborted,420
BCH-00594,PLT-001,2024-11-17 16:09:16,2024-11-17 16:37:18,aborted,420
BCH-00595,PLT-001,2024-11-17 18:02:10,2024-11-18 07:03:55,completed,420
BCH-00596,PLT-001,2024-11-18 06:56:49,2024-11-18 17:21:38,completed,420
BCH-00597,PLT-001,2024-11-18 15:56:48,2024-11-19 00:29:21,completed,420
BCH-00598,PLT-001,2024-11-20 21:47:40,2024-11-21 03:46:40,aborted,420
BCH-00599,PLT-001,2024-11-21 07:45:34,2024-11-21 11:39:20,aborted,420
BCH-00600,PLT-001,2024-11-21 14:21:20,2024-11-21 23:31:09,completed,420
BCH-00601,PLT-001,2024-11-23 10:21:55,2024-11-23 18:39:59,aborted,420
BCH-00602,PLT-001,2024-11-23 15:44:45,2024-11-24 07:26:15,completed,420
BCH-00603,PLT-001,2024-11-24 01:23:18,2024-11-24 10:53:24,aborted,420
BCH-00604,PLT-001,2024-11-24 01:53:09,2024-11-24 11:01:21,completed,420
BCH-00605,PLT-001,2024-11-24 21:08:04,2024-11-25 05:34:21,completed,420
BCH-00606,PLT-001,2024-11-25 11:21:14,2024-11-25 22:11:34,completed,420
BCH-00607,PLT-001,2024-11-25 21:10:58,2024-11-26 08:44:10,completed,420
BCH-00608,PLT-001,2024-11-26 05:08:46,2024-11-26 06:13:48,aborted,420
BCH-00609,PLT-001,2024-11-26 09:30:17,2024-11-26 18:49:38,completed,420
BCH-00610,PLT-001,2024-11-26 10:14:09,2024-11-26 17:48:42,completed,420
BCH-00611,PLT-001,2024-11-29 01:19:07,2024-11-29 06:41:39,aborted,420
BCH-00612,PLT-001,2024-11-29 18:07:13,2024-11-30 02:08:36,aborted,420
BCH-00613,PLT-001,2024-12-02 22:25:13,2024-12-03 14:30:03,completed,420
BCH-00614,PLT-001,2024-12-03 18:38:01,2024-12-04 06:03:15,completed,420
BCH-00615,PLT-001,2024-12-04 01:33:49,2024-12-04 16:59:33,completed,420
BCH-00616,PLT-001,2024-12-05 01:28:15,2024-12-05 14:04:32,completed,420
BCH-00617,PLT-001,2024-12-05 08:19:07,2024-12-05 18:11:27,completed,420
BCH-00618,PLT-001,2024-12-05 16:30:02,2024-12-05 19:47:39,aborted,420
BCH-00619,PLT-001,2024-12-06 13:53:09,2024-12-06 18:12:49,aborted,420
BCH-00620,PLT-001,2024-12-07 02:32:57,2024-12-07 11:41:05,completed,420
BCH-00621,PLT-001,2024-12-07 09:37:14,2024-12-07 11:52:57,aborted,420
BCH-00622,PLT-001,2024-12-07 19:36:03,2024-12-08 03:46:37,completed,420
BCH-00623,PLT-001,2024-12-08 15:30:55,2024-12-09 06:54:45,completed,420
BCH-00624,PLT-001,2024-12-08 18:12:12,2024-12-08 20:36:06,aborted,420
BCH-00625,PLT-001,2024-12-09 04:03:46,2024-12-09 13:21:21,completed,420
BCH-00626,PLT-001,2024-12-09 10:11:18,2024-12-09 19:07:17,aborted,420
BCH-00627,PLT-001,2024-12-10 02:20:44,2024-12-10 04:12:32,aborted,420
BCH-00628,PLT-001,2024-12-11 13:42:05,2024-12-11 21:15:48,completed,420
BCH-00629,PLT-001,2024-12-11 23:26:37,2024-12-12 03:30:53,aborted,420
BCH-00630,PLT-001,2024-12-12 13:00:06,2024-12-13 00:20:38,completed,420
