incident_id,batch_id,equip_id,plant_id,reason,timestamp,severity
INC-000750,BCH-00501,EQ-103,PLT-001,Operator near-miss,2024-10-01 07:14:48,Low
INC-000751,BCH-00502,EQ-103,PLT-001,Unusual vibration,2024-10-01 16:40:28,High
INC-000752,BCH-00503,EQ-102,PLT-001,Strange noise,2024-10-01 14:10:30,Low
INC-000753,BCH-00503,EQ-102,PLT-001,Temperature spike,2024-10-01 14:01:54,Medium
INC-000754,BCH-00503,EQ-104,PLT-001,Pressure deviation,2024-10-01 22:38:34,Medium
INC-000755,BCH-00504,EQ-101,PLT-001,Unusual vibration,2024-10-02 01:38:09,Medium
INC-000756,BCH-00504,EQ-102,PLT-001,Unusual vibration,2024-10-02 02:39:21,Low
INC-000757,BCH-00504,EQ-103,PLT-001,Unusual vibration,2024-10-02 04:38:58,Low
INC-000758,BCH-00505,EQ-102,PLT-001,Temperature spike,2024-10-02 09:14:15,Low
INC-000759,BCH-00505,EQ-103,PLT-001,Temperature spike,2024-10-02 11:17:23,High
INC-000760,BCH-00505,EQ-104,PLT-001,Operator near-miss,2024-10-02 12:34:28,High
INC-000761,BCH-00506,EQ-101,PLT-001,Unusual vibration,2024-10-03 17:43:49,High
INC-000762,BCH-00506,EQ-102,PLT-001,Unusual vibration,2024-10-03 19:51:58,High
INC-000763,BCH-00506,EQ-103,PLT-001,Operator near-miss,2024-10-03 21:49:59,Medium
INC-000764,BCH-00506,EQ-104,PLT-001,Unusual vibration,2024-10-04 00:49:46,Medium
INC-000765,BCH-00508,EQ-104,PLT-001,Strange noise,2024-10-05 01:06:12,Medium
INC-000766,BCH-00509,EQ-101,PLT-001,Operator near-miss,2024-10-05 04:45:02,Low
INC-000767,BCH-00509,EQ-102,PLT-001,Strange noise,2024-10-05 06:53:14,Low
INC-000768,BCH-00509,EQ-103,PLT-001,Pressure deviation,2024-10-05 08:10:08,High
INC-000769,BCH-00509,EQ-104,PLT-001,Operator near-miss,2024-10-05 11:27:31,Medium
INC-000770,BCH-00511,EQ-101,PLT-001,Unusual vibration,2024-10-06 01:19:15,High
INC-000771,BCH-00511,EQ-102,PLT-001,Unusual vibration,2024-10-06 02:09:59,Medium
INC-000772,BCH-00511,EQ-103,PLT-001,Strange noise,2024-10-06 03:51:12,Medium
INC-000773,BCH-00511,EQ-104,PLT-001,Pressure deviation,2024-10-06 06:41:29,Medium
INC-000774,BCH-00512,EQ-101,PLT-001,Operator near-miss,2024-10-06 10:35:05,Low
INC-000775,BCH-00512,EQ-102,PLT-001,Unusual vibration,2024-10-06 12:32:00,Medium
INC-000776,BCH-00512,EQ-102,PLT-001,Temperature spike,2024-10-06 12:34:29,Low
INC-000777,BCH-00512,EQ-104,PLT-001,Temperature spike,2024-10-06 15:43:42,Low
INC-000778,BCH-00513,EQ-101,PLT-001,Unusual vibration,2024-10-06 12:57:40,Low
INC-000779,BCH-00513,EQ-102,PLT-001,Temperature spike,2024-10-06 15:25:23,Medium
INC-000780,BCH-00513,EQ-102,PLT-001,Unusual vibration,2024-10-06 15:15:39,Medium
INC-000781,BCH-00513,EQ-103,PLT-001,Temperature spike,2024-10-06 16:01:49,Medium
INC-000782,BCH-00514,EQ-102,PLT-001,Unusual vibration,2024-10-06 16:25:17,High
INC-000783,BCH-00515,EQ-101,PLT-001,Temperature spike,2024-10-06 23:05:45,Medium
INC-000784,BCH-00515,EQ-101,PLT-001,Pressure deviation,2024-10-06 21:56:23,High
INC-000785,BCH-00515,EQ-102,PLT-001,Strange noise,2024-10-07 00:49:02,High
INC-000786,BCH-00515,EQ-104,PLT-001,Operator near-miss,2024-10-07 05:00:45,Medium
INC-000787,BCH-00516,EQ-101,PLT-001,Pressure deviation,2024-10-08 02:51:56,Medium
INC-000788,BCH-00516,EQ-103,PLT-001,Temperature spike,2024-10-08 08:34:52,Medium
INC-000789,BCH-00517,EQ-102,PLT-001,Pressure deviation,2024-10-08 16:01:15,Medium
INC-000790,BCH-00517,EQ-103,PLT-001,Unusual vibration,2024-10-08 18:58:14,Low
INC-000791,BCH-00518,EQ-102,PLT-001,Pressure deviation,2024-10-09 01:41:18,Medium
INC-000792,BCH-00518,EQ-103,PLT-001,Operator near-miss,2024-10-09 07:12:21,Low
INC-000793,BCH-00518,EQ-104,PLT-001,Operator near-miss,2024-10-09 08:34:07,High
INC-000794,BCH-00520,EQ-101,PLT-001,Pressure deviation,2024-10-11 05:58:09,High
INC-000795,BCH-00520,EQ-104,PLT-001,Operator near-miss,2024-10-11 16:45:11,Low
INC-000796,BCH-00521,EQ-102,PLT-001,Pressure deviation,2024-10-11 19:58:27,Medium
INC-000797,BCH-00521,EQ-102,PLT-001,Pressure deviation,2024-10-11 19:58:24,Medium
INC-000798,BCH-00521,EQ-103,PLT-001,Unusual vibration,2024-10-11 20:47:54,Medium
INC-000799,BCH-00521,EQ-104,PLT-001,Operator near-miss,2024-10-12 00:21:15,Low
INC-000800,BCH-00522,EQ-101,PLT-001,Unusual vibration,2024-10-12 04:20:52,High
INC-000801,BCH-00522,EQ-102,PLT-001,Temperature spike,2024-10-12 05:14:56,Medium
INC-000802,BCH-00522,EQ-103,PLT-001,Pressure deviation,2024-10-12 07:31:15,Medium
INC-000803,BCH-00522,EQ-103,PLT-001,Unusual vibration,2024-10-12 06:50:12,Medium
INC-000804,BCH-00522,EQ-104,PLT-001,Strange noise,2024-10-12 10:50:56,High
INC-000805,BCH-00523,EQ-102,PLT-001,Pressure deviation,2024-10-12 17:37:50,Low
INC-000806,BCH-00524,EQ-102,PLT-001,Strange noise,2024-10-13 06:38:41,High
INC-000807,BCH-00524,EQ-104,PLT-001,Strange noise,2024-10-13 11:19:08,High
INC-000808,BCH-00525,EQ-101,PLT-001,Operator near-miss,2024-10-13 09:14:46,Low
INC-000809,BCH-00527,EQ-101,PLT-001,Strange noise,2024-10-15 15:13:19,Medium
INC-000810,BCH-00527,EQ-101,PLT-001,Strange noise,2024-10-15 15:20:41,High
INC-000811,BCH-00528,EQ-102,PLT-001,Temperature spike,2024-10-16 03:51:44,Medium
INC-000812,BCH-00528,EQ-103,PLT-001,Pressure deviation,2024-10-16 05:15:31,Medium
INC-000813,BCH-00529,EQ-101,PLT-001,Temperature spike,2024-10-16 10:18:38,High
INC-000814,BCH-00529,EQ-103,PLT-001,Operator near-miss,2024-10-16 12:29:27,Low
INC-000815,BCH-00530,EQ-101,PLT-001,Operator near-miss,2024-10-17 07:10:41,Low
INC-000816,BCH-00531,EQ-101,PLT-001,Strange noise,2024-10-17 14:14:20,High
INC-000817,BCH-00531,EQ-102,PLT-001,Strange noise,2024-10-17 17:57:06,Medium
INC-000818,BCH-00531,EQ-102,PLT-001,Unusual vibration,2024-10-17 17:47:45,Medium
INC-000819,BCH-00531,EQ-103,PLT-001,Operator near-miss,2024-10-17 20:11:49,Medium
INC-000820,BCH-00531,EQ-104,PLT-001,Pressure deviation,2024-10-17 22:42:08,Low
INC-000821,BCH-00531,EQ-104,PLT-001,Pressure deviation,2024-10-17 22:14:17,High
INC-000822,BCH-00532,EQ-102,PLT-001,Operator near-miss,2024-10-17 16:17:17,Low
INC-000823,BCH-00532,EQ-104,PLT-001,Unusual vibration,2024-10-17 20:26:12,Medium
INC-000824,BCH-00533,EQ-102,PLT-001,Operator near-miss,2024-10-18 07:56:00,High
INC-000825,BCH-00533,EQ-102,PLT-001,Temperature spike,2024-10-18 08:14:46,Medium
INC-000826,BCH-00533,EQ-103,PLT-001,Operator near-miss,2024-10-18 08:39:09,Medium
INC-000827,BCH-00534,EQ-101,PLT-001,Operator near-miss,2024-10-19 13:28:01,High
INC-000828,BCH-00534,EQ-103,PLT-001,Unusual vibration,2024-10-19 17:34:26,Medium
INC-000829,BCH-00534,EQ-103,PLT-001,Unusual vibration,2024-10-19 16:36:18,High
INC-000830,BCH-00535,EQ-101,PLT-001,Pressure deviation,2024-10-19 19:24:46,Medium
INC-000831,BCH-00536,EQ-103,PLT-001,Pressure deviation,2024-10-21 06:24:35,Low
INC-000832,BCH-00536,EQ-104,PLT-001,Strange noise,2024-10-21 09:25:37,Medium
INC-000833,BCH-00537,EQ-102,PLT-001,Strange noise,2024-10-21 16:01:03,High
INC-000834,BCH-00537,EQ-103,PLT-001,Strange noise,2024-10-21 18:40:41,Medium
INC-000835,BCH-00537,EQ-104,PLT-001,Operator near-miss,2024-10-21 20:11:03,Medium
INC-000836,BCH-00538,EQ-101,PLT-001,Unusual vibration,2024-10-21 17:56:58,High
INC-000837,BCH-00538,EQ-102,PLT-001,Strange noise,2024-10-21 19:32:40,Low
INC-000838,BCH-00538,EQ-103,PLT-001,Strange noise,2024-10-22 00:31:15,Low
INC-000839,BCH-00539,EQ-102,PLT-001,Unusual vibration,2024-10-22 01:51:02,Medium
INC-000840,BCH-00539,EQ-103,PLT-001,Strange noise,2024-10-22 03:42:31,High
INC-000841,BCH-00542,EQ-102,PLT-001,Unusual vibration,2024-10-23 01:58:37,Medium
INC-000842,BCH-00542,EQ-103,PLT-001,Pressure deviation,2024-10-23 04:28:54,Medium
INC-000843,BCH-00542,EQ-103,PLT-001,Temperature spike,2024-10-23 04:43:07,High
INC-000844,BCH-00542,EQ-104,PLT-001,Operator near-miss,2024-10-23 09:17:22,Medium
INC-000845,BCH-00543,EQ-101,PLT-001,Unusual vibration,2024-10-25 01:56:17,Medium
INC-000846,BCH-00543,EQ-101,PLT-001,Unusual vibration,2024-10-25 01:49:49,Medium
INC-000847,BCH-00543,EQ-103,PLT-001,Unusual vibration,2024-10-25 12:40:42,Low
INC-000848,BCH-00544,EQ-104,PLT-001,Strange noise,2024-10-25 12:47:35,High
INC-000849,BCH-00546,EQ-101,PLT-001,Temperature spike,2024-10-26 01:09:38,Medium
INC-000850,BCH-00546,EQ-102,PLT-001,Strange noise,2024-10-26 02:12:28,Medium
INC-000851,BCH-00546,EQ-104,PLT-001,Operator near-miss,2024-10-26 11:24:13,Medium
INC-000852,BCH-00547,EQ-101,PLT-001,Strange noise,2024-10-27 01:25:09,Medium
INC-000853,BCH-00548,EQ-101,PLT-001,Strange noise,2024-10-27 03:13:57,Medium
INC-000854,BCH-00548,EQ-101,PLT-001,Temperature spike,2024-10-27 03:36:19,High
INC-000855,BCH-00548,EQ-102,PLT-001,Strange noise,2024-10-27 04:46:42,High
INC-000856,BCH-00548,EQ-103,PLT-001,Strange noise,2024-10-27 07:18:46,High
INC-000857,BCH-00549,EQ-101,PLT-001,Temperature spike,2024-10-29 11:20:27,High
INC-000858,BCH-00550,EQ-101,PLT-001,Unusual vibration,2024-10-29 17:43:10,Medium
INC-000859,BCH-00550,EQ-103,PLT-001,Pressure deviation,2024-10-29 20:26:25,Medium
INC-000860,BCH-00551,EQ-102,PLT-001,Temperature spike,2024-10-30 07:45:49,High
INC-000861,BCH-00551,EQ-102,PLT-001,Operator near-miss,2024-10-30 07:17:08,High
INC-000862,BCH-00551,EQ-103,PLT-001,Pressure deviation,2024-10-30 09:45:22,Low
INC-000863,BCH-00551,EQ-104,PLT-001,Pressure deviation,2024-10-30 10:22:49,Low
INC-000864,BCH-00552,EQ-101,PLT-001,Unusual vibration,2024-10-30 05:15:29,Medium
INC-000865,BCH-00553,EQ-101,PLT-001,Temperature spike,2024-10-30 13:27:50,Medium
INC-000866,BCH-00553,EQ-102,PLT-001,Strange noise,2024-10-30 15:45:44,High
INC-000867,BCH-00553,EQ-102,PLT-001,Pressure deviation,2024-10-30 15:48:29,Medium
INC-000868,BCH-00553,EQ-103,PLT-001,Unusual vibration,2024-10-30 17:05:15,Low
INC-000869,BCH-00553,EQ-103,PLT-001,Operator near-miss,2024-10-30 16:44:09,High
INC-000870,BCH-00554,EQ-101,PLT-001,Strange noise,2024-10-30 15:25:12,High
INC-000871,BCH-00554,EQ-102,PLT-001,Temperature spike,2024-10-30 17:21:33,High
INC-000872,BCH-00554,EQ-103,PLT-001,Strange noise,2024-10-30 21:48:52,Low
INC-000873,BCH-00555,EQ-101,PLT-001,Temperature spike,2024-10-31 07:03:49,Low
INC-000874,BCH-00555,EQ-102,PLT-001,Pressure deviation,2024-10-31 14:15:51,Low
INC-000875,BCH-00555,EQ-103,PLT-001,Unusual vibration,2024-10-31 15:30:35,Low
INC-000876,BCH-00556,EQ-102,PLT-001,Strange noise,2024-10-31 16:31:24,Medium
INC-000877,BCH-00558,EQ-102,PLT-001,Operator near-miss,2024-11-03 16:39:54,Medium
INC-000878,BCH-00559,EQ-101,PLT-001,Pressure deviation,2024-11-04 20:11:32,High
INC-000879,BCH-00559,EQ-103,PLT-001,Unusual vibration,2024-11-04 22:27:34,Medium
INC-000880,BCH-00560,EQ-102,PLT-001,Operator near-miss,2024-11-05 09:40:14,Low
INC-000881,BCH-00561,EQ-101,PLT-001,Temperature spike,2024-11-05 12:27:53,Medium
INC-000882,BCH-00561,EQ-101,PLT-001,Pressure deviation,2024-11-05 13:04:39,Low
INC-000883,BCH-00562,EQ-101,PLT-001,Pressure deviation,2024-11-05 14:41:49,High
INC-000884,BCH-00562,EQ-101,PLT-001,Operator near-miss,2024-11-05 14:49:30,Low
INC-000885,BCH-00562,EQ-102,PLT-001,Operator near-miss,2024-11-05 18:37:32,Medium
INC-000886,BCH-00562,EQ-104,PLT-001,Operator near-miss,2024-11-05 23:06:45,Low
INC-000887,BCH-00563,EQ-101,PLT-001,Pressure deviation,2024-11-05 18:58:57,High
INC-000888,BCH-00563,EQ-102,PLT-001,Unusual vibration,2024-11-05 21:41:30,Medium
INC-000889,BCH-00563,EQ-103,PLT-001,Pressure deviation,2024-11-06 00:32:38,Low
INC-000890,BCH-00563,EQ-103,PLT-001,Strange noise,2024-11-06 00:05:34,High
INC-000891,BCH-00563,EQ-104,PLT-001,Unusual vibration,2024-11-06 01:02:54,Medium
INC-000892,BCH-00564,EQ-101,PLT-001,Temperature spike,2024-11-06 02:36:22,Low
INC-000893,BCH-00564,EQ-102,PLT-001,Unusual vibration,2024-11-06 03:57:36,Medium
INC-000894,BCH-00566,EQ-101,PLT-001,Operator near-miss,2024-11-06 08:42:22,High
INC-000895,BCH-00566,EQ-102,PLT-001,Unusual vibration,2024-11-06 10:46:34,Low
INC-000896,BCH-00567,EQ-102,PLT-001,Strange noise,2024-11-06 17:23:15,Medium
INC-000897,BCH-00568,EQ-101,PLT-001,Strange noise,2024-11-06 21:35:12,High
INC-000898,BCH-00568,EQ-102,PLT-001,Temperature spike,2024-11-06 22:28:49,High
INC-000899,BCH-00568,EQ-103,PLT-001,Strange noise,2024-11-06 23:32:19,Medium
INC-000900,BCH-00568,EQ-104,PLT-001,Pressure deviation,2024-11-07 02:06:51,Medium
INC-000901,BCH-00569,EQ-103,PLT-001,Operator near-miss,2024-11-07 11:56:07,Low
INC-000902,BCH-00570,EQ-103,PLT-001,Strange noise,2024-11-07 16:47:26,Medium
INC-000903,BCH-00570,EQ-103,PLT-001,Operator near-miss,2024-11-07 16:31:44,Medium
INC-000904,BCH-00570,EQ-104,PLT-001,Pressure deviation,2024-11-07 19:50:20,Medium
INC-000905,BCH-00570,EQ-104,PLT-001,Pressure deviation,2024-11-07 19:06:29,Low
INC-000906,BCH-00571,EQ-102,PLT-001,Pressure deviation,2024-11-08 18:52:56,Medium
INC-000907,BCH-00571,EQ-102,PLT-001,Pressure deviation,2024-11-08 18:32:01,Medium
INC-000908,BCH-00571,EQ-104,PLT-001,Strange noise,2024-11-09 00:28:27,Medium
INC-000909,BCH-00571,EQ-104,PLT-001,Strange noise,2024-11-08 23:22:04,Medium
INC-000910,BCH-00572,EQ-104,PLT-001,Temperature spike,2024-11-09 16:17:58,Low
INC-000911,BCH-00573,EQ-103,PLT-001,Operator near-miss,2024-11-09 23:50:24,Medium
INC-000912,BCH-00574,EQ-102,PLT-001,Unusual vibration,2024-11-10 04:42:42,Low
INC-000913,BCH-00575,EQ-103,PLT-001,Pressure deviation,2024-11-10 08:12:16,High
INC-000914,BCH-00575,EQ-104,PLT-001,Strange noise,2024-11-10 10:08:23,Medium
INC-000915,BCH-00576,EQ-101,PLT-001,Temperature spike,2024-11-10 09:00:07,Low
INC-000916,BCH-00576,EQ-102,PLT-001,Temperature spike,2024-11-10 10:35:54,High
INC-000917,BCH-00576,EQ-102,PLT-001,Strange noise,2024-11-10 10:32:17,High
INC-000918,BCH-00576,EQ-103,PLT-001,Strange noise,2024-11-10 12:19:17,High
INC-000919,BCH-00578,EQ-101,PLT-001,Strange noise,2024-11-10 11:41:57,Medium
INC-000920,BCH-00578,EQ-102,PLT-001,Operator near-miss,2024-11-10 13:30:37,Medium
INC-000921,BCH-00578,EQ-103,PLT-001,Unusual vibration,2024-11-10 16:26:50,Medium
INC-000922,BCH-00579,EQ-102,PLT-001,Strange noise,2024-11-11 10:15:12,High
INC-000923,BCH-00579,EQ-102,PLT-001,Unusual vibration,2024-11-11 10:19:33,Low
INC-000924,BCH-00580,EQ-101,PLT-001,Strange noise,2024-11-11 11:58:26,Low
INC-000925,BCH-00580,EQ-103,PLT-001,Pressure deviation,2024-11-11 17:28:09,High
INC-000926,BCH-00580,EQ-104,PLT-001,Pressure deviation,2024-11-11 20:15:56,Medium
INC-000927,BCH-00582,EQ-101,PLT-001,Strange noise,2024-11-12 23:23:33,Medium
INC-000928,BCH-00582,EQ-101,PLT-001,Unusual vibration,2024-11-12 23:12:47,Low
INC-000929,BCH-00583,EQ-101,PLT-001,Unusual vibration,2024-11-13 18:07:23,Low
INC-000930,BCH-00584,EQ-101,PLT-001,Unusual vibration,2024-11-14 07:52:11,High
INC-000931,BCH-00584,EQ-102,PLT-001,Pressure deviation,2024-11-14 09:22:51,Low
INC-000932,BCH-00584,EQ-103,PLT-001,Pressure deviation,2024-11-14 14:02:16,Low
INC-000933,BCH-00584,EQ-104,PLT-001,Strange noise,2024-11-14 16:31:44,Low
INC-000934,BCH-00584,EQ-104,PLT-001,Strange noise,2024-11-14 17:03:14,High
INC-000935,BCH-00585,EQ-101,PLT-001,Operator near-miss,2024-11-14 09:55:03,Low
INC-000936,BCH-00586,EQ-101,PLT-001,Unusual vibration,2024-11-14 12:39:09,Low
INC-000937,BCH-00586,EQ-103,PLT-001,Operator near-miss,2024-11-14 15:08:34,Low
INC-000938,BCH-00586,EQ-104,PLT-001,Pressure deviation,2024-11-14 18:56:43,Medium
INC-000939,BCH-00587,EQ-102,PLT-001,Unusual vibration,2024-11-15 17:52:05,High
INC-000940,BCH-00587,EQ-102,PLT-001,Pressure deviation,2024-11-15 17:55:42,High
INC-000941,BCH-00588,EQ-101,PLT-001,Strange noise,2024-11-15 20:04:08,Low
INC-000942,BCH-00588,EQ-101,PLT-001,Temperature spike,2024-11-15 20:50:05,Medium
INC-000943,BCH-00588,EQ-102,PLT-001,Unusual vibration,2024-11-15 23:38:40,Low
INC-000944,BCH-00588,EQ-103,PLT-001,Temperature spike,2024-11-16 02:03:49,Low
INC-000945,BCH-00588,EQ-103,PLT-001,Temperature spike,2024-11-16 01:22:22,Low
INC-000946,BCH-00588,EQ-104,PLT-001,Temperature spike,2024-11-16 03:40:58,Medium
INC-000947,BCH-00589,EQ-101,PLT-001,Operator near-miss,2024-11-16 10:51:46,Medium
INC-000948,BCH-00589,EQ-104,PLT-001,Unusual vibration,2024-11-16 15:53:07,Medium
INC-000949,BCH-00590,EQ-101,PLT-001,Pressure deviation,2024-11-16 17:37:39,High
INC-000950,BCH-00590,EQ-101,PLT-001,Strange noise,2024-11-16 17:08:03,Low
INC-000951,BCH-00590,EQ-103,PLT-001,Temperature spike,2024-11-17 01:10:29,Low
INC-000952,BCH-00590,EQ-104,PLT-001,Temperature spike,2024-11-17 02:29:50,Medium
INC-000953,BCH-00591,EQ-101,PLT-001,Operator near-miss,2024-11-16 22:34:22,Medium
INC-000954,BCH-00593,EQ-101,PLT-001,Operator near-miss,2024-11-17 11:46:18,Medium
INC-000955,BCH-00593,EQ-102,PLT-001,Strange noise,2024-11-17 15:21:13,Medium
INC-000956,BCH-00594,EQ-101,PLT-001,Pressure deviation,2024-11-17 17:15:47,Medium
INC-000957,BCH-00594,EQ-101,PLT-001,Strange noise,2024-11-17 17:02:46,Low
INC-000958,BCH-00595,EQ-101,PLT-001,Strange noise,2024-11-17 19:29:15,Medium
INC-000959,BCH-00595,EQ-101,PLT-001,Temperature spike,2024-11-17 19:22:45,High
INC-000960,BCH-00595,EQ-103,PLT-001,Unusual vibration,2024-11-17 22:39:33,Low
INC-000961,BCH-00596,EQ-101,PLT-001,Temperature spike,2024-11-18 07:45:10,Medium
INC-000962,BCH-00596,EQ-102,PLT-001,Pressure deviation,2024-11-18 10:19:11,Medium
INC-000963,BCH-00596,EQ-102,PLT-001,Pressure deviation,2024-11-18 10:50:08,Low
INC-000964,BCH-00596,EQ-103,PLT-001,Temperature spike,2024-11-18 12:15:40,High
INC-000965,BCH-00596,EQ-104,PLT-001,Operator near-miss,2024-11-18 15:48:51,Medium
INC-000966,BCH-00596,EQ-104,PLT-001,Operator near-miss,2024-11-18 16:14:02,Low
INC-000967,BCH-00597,EQ-101,PLT-001,Operator near-miss,2024-11-18 15:59:20,Low
INC-000968,BCH-00597,EQ-102,PLT-001,Strange noise,2024-11-18 18:33:39,Medium
INC-000969,BCH-00597,EQ-103,PLT-001,Strange noise,2024-11-18 21:11:12,Low
INC-000970,BCH-00597,EQ-103,PLT-001,Operator near-miss,2024-11-18 20:04:03,Low
INC-000971,BCH-00598,EQ-101,PLT-001,Unusual vibration,2024-11-20 23:08:26,Low
INC-000972,BCH-00599,EQ-101,PLT-001,Operator near-miss,2024-11-21 07:49:45,High
INC-000973,BCH-00599,EQ-101,PLT-001,Strange noise,2024-11-21 08:26:38,Medium
INC-000974,BCH-00600,EQ-102,PLT-001,Pressure deviation,2024-11-21 16:40:59,Low
INC-000975,BCH-00600,EQ-104,PLT-001,Operator near-miss,2024-11-21 20:43:06,Medium
INC-000976,BCH-00601,EQ-101,PLT-001,Strange noise,2024-11-23 11:25:18,Medium
INC-000977,BCH-00601,EQ-102,PLT-001,Operator near-miss,2024-11-23 14:34:49,Low
INC-000978,BCH-00601,EQ-102,PLT-001,Operator near-miss,2024-11-23 14:30:53,High
INC-000979,BCH-00601,EQ-103,PLT-001,Temperature spike,2024-11-23 17:28:20,Medium
INC-000980,BCH-00601,EQ-104,PLT-001,Temperature spike,2024-11-23 20:18:00,Medium
INC-000981,BCH-00602,EQ-101,PLT-001,Operator near-miss,2024-11-23 16:17:27,Medium
INC-000982,BCH-00602,EQ-102,PLT-001,Unusual vibration,2024-11-23 17:58:13,Medium
INC-000983,BCH-00603,EQ-101,PLT-001,Pressure deviation,2024-11-24 02:19:38,Medium
INC-000984,BCH-00603,EQ-102,PLT-001,Pressure deviation,2024-11-24 08:54:26,High
INC-000985,BCH-00603,EQ-103,PLT-001,Unusual vibration,2024-11-24 12:06:00,High
INC-000986,BCH-00604,EQ-101,PLT-001,Strange noise,2024-11-24 02:17:12,Low
INC-000987,BCH-00604,EQ-102,PLT-001,Operator near-miss,2024-11-24 04:34:47,Medium
INC-000988,BCH-00604,EQ-103,PLT-001,Pressure deviation,2024-11-24 06:12:58,Medium
INC-000989,BCH-00604,EQ-103,PLT-001,Operator near-miss,2024-11-24 05:06:14,Medium
INC-000990,BCH-00604,EQ-104,PLT-001,Unusual vibration,2024-11-24 09:10:42,High
INC-000991,BCH-00605,EQ-101,PLT-001,Strange noise,2024-11-24 21:12:12,Medium
INC-000992,BCH-00605,EQ-102,PLT-001,Temperature spike,2024-11-24 23:48:39,High
INC-000993,BCH-00605,EQ-102,PLT-001,Operator near-miss,2024-11-24 23:09:15,Low
INC-000994,BCH-00606,EQ-101,PLT-001,Operator near-miss,2024-11-25 11:34:26,High
INC-000995,BCH-00606,EQ-102,PLT-001,Strange noise,2024-11-25 14:25:16,Low
INC-000996,BCH-00606,EQ-103,PLT-001,Temperature spike,2024-11-25 16:41:45,Low
INC-000997,BCH-00606,EQ-104,PLT-001,Operator near-miss,2024-11-25 19:47:15,Low
INC-000998,BCH-00607,EQ-101,PLT-001,Temperature spike,2024-11-25 21:35:55,Medium
INC-000999,BCH-00607,EQ-102,PLT-001,Temperature spike,2024-11-26 01:06:05,Low
INC-001000,BCH-00607,EQ-102,PLT-001,Strange noise,2024-11-26 01:47:51,Low
INC-001001,BCH-00608,EQ-101,PLT-001,Strange noise,2024-11-26 06:04:40,Low
INC-001002,BCH-00609,EQ-102,PLT-001,Unusual vibration,2024-11-26 11:57:37,Medium
INC-001003,BCH-00609,EQ-103,PLT-001,Pressure deviation,2024-11-26 13:28:50,High
INC-001004,BCH-00609,EQ-103,PLT-001,Pressure deviation,2024-11-26 14:44:45,Medium
INC-001005,BCH-00609,EQ-104,PLT-001,Strange noise,2024-11-26 16:38:44,Low
INC-001006,BCH-00610,EQ-101,PLT-001,Pressure deviation,2024-11-26 10:33:11,Low
INC-001007,BCH-00610,EQ-102,PLT-001,Strange noise,2024-11-26 11:51:29,Low
INC-001008,BCH-00610,EQ-103,PLT-001,Strange noise,2024-11-26 14:43:05,Low
INC-001009,BCH-00610,EQ-104,PLT-001,Strange noise,2024-11-26 15:29:07,Medium
INC-001010,BCH-00613,EQ-101,PLT-001,Unusual vibration,2024-12-02 22:45:08,Low
INC-001011,BCH-00613,EQ-102,PLT-001,Operator near-miss,2024-12-03 00:26:53,Low
INC-001012,BCH-00613,EQ-103,PLT-001,Pressure deviation,2024-12-03 01:36:57,High
INC-001013,BCH-00613,EQ-104,PLT-001,Temperature spike,2024-12-03 10:21:54,High
INC-001014,BCH-00614,EQ-101,PLT-001,Pressure deviation,2024-12-03 18:41:41,Medium
INC-001015,BCH-00614,EQ-102,PLT-001,Operator near-miss,2024-12-03 21:32:49,High
INC-001016,BCH-00616,EQ-101,PLT-001,Unusual vibration,2024-12-05 02:03:49,Low
INC-001017,BCH-00616,EQ-103,PLT-001,Operator near-miss,2024-12-05 05:28:25,Medium
INC-001018,BCH-00617,EQ-101,PLT-001,Pressure deviation,2024-12-05 09:46:07,Medium
INC-001019,BCH-00617,EQ-102,PLT-001,Temperature spike,2024-12-05 11:27:12,Medium
INC-001020,BCH-00617,EQ-103,PLT-001,Temperature spike,2024-12-05 14:03:57,Medium
INC-001021,BCH-00619,EQ-102,PLT-001,Unusual vibration,2024-12-06 17:01:53,Low
INC-001022,BCH-00619,EQ-102,PLT-001,Strange noise,2024-12-06 17:19:34,Medium
INC-001023,BCH-00620,EQ-103,PLT-001,Temperature spike,2024-12-07 06:04:09,Low
INC-001024,BCH-00620,EQ-104,PLT-001,Temperature spike,2024-12-07 08:50:03,Low
INC-001025,BCH-00620,EQ-104,PLT-001,Operator near-miss,2024-12-07 10:13:13,High
INC-001026,BCH-00621,EQ-101,PLT-001,Operator near-miss,2024-12-07 10:47:57,Medium
INC-001027,BCH-00622,EQ-102,PLT-001,Operator near-miss,2024-12-07 22:11:03,High
INC-001028,BCH-00622,EQ-103,PLT-001,Operator near-miss,2024-12-07 23:32:55,Medium
INC-001029,BCH-00622,EQ-104,PLT-001,Operator near-miss,2024-12-08 02:56:11,Low
INC-001030,BCH-00623,EQ-103,PLT-001,Operator near-miss,2024-12-08 23:22:31,Low
INC-001031,BCH-00623,EQ-104,PLT-001,Pressure deviation,2024-12-09 05:15:39,High
INC-001032,BCH-00624,EQ-101,PLT-001,Operator near-miss,2024-12-08 19:34:13,Medium
INC-001033,BCH-00624,EQ-102,PLT-001,Pressure deviation,2024-12-08 19:51:02,Medium
INC-001034,BCH-00625,EQ-103,PLT-001,Strange noise,2024-12-09 09:05:16,Medium
INC-001035,BCH-00625,EQ-103,PLT-001,Strange noise,2024-12-09 10:31:44,Medium
INC-001036,BCH-00626,EQ-101,PLT-001,Operator near-miss,2024-12-09 10:48:43,High
