log_id,batch_id,equip_id,plant_id,process_step,step_start,step_end,ideal_duration_minutes,actual_duration_minutes,downtime_minutes,outcome,run_time_minutes,availability,performance,quality,oee
LOG-000984,BCH-00257,EQ-102,PLT-001,Step 2 – Blending,2024-05-18 13:25:01,2024-05-18 17:02:09,60,217.1,157.1,completed,60.0,0.616,0.5625,0.7732,0.2679
LOG-000985,BCH-00257,EQ-103,PLT-001,Step 3 – Compression,2024-05-18 17:02:09,2024-05-18 19:02:09,120,120.0,0.0,completed,120.0,0.8272,0.8281,0.8118,0.5561
LOG-000986,BCH-00257,EQ-104,PLT-001,Step 4 – Coating,2024-05-18 19:02:09,2024-05-18 21:32:09,150,150.0,0.0,completed,150.0,0.8383,0.799,0.8149,0.5458
LOG-000987,BCH-00258,EQ-101,PLT-001,Step 1 – Granulation,2024-05-18 12:06:45,2024-05-18 13:36:45,90,90.0,0.0,completed,90.0,0.752,0.7477,0.8018,0.4508
LOG-000988,BCH-00258,EQ-102,PLT-001,Step 2 – Blending,2024-05-18 13:36:45,2024-05-18 14:36:45,60,60.0,0.0,completed,60.0,0.7144,0.7348,0.8513,0.4469
LOG-000989,BCH-00258,EQ-103,PLT-001,Step 3 – Compression,2024-05-18 14:36:45,2024-05-18 16:36:45,120,120.0,0.0,completed,120.0,0.819,0.8234,0.7552,0.5093
LOG-000990,BCH-00258,EQ-104,PLT-001,Step 4 – Coating,2024-05-18 16:36:45,2024-05-18 19:06:45,150,150.0,0.0,completed,150.0,0.8084,0.7591,0.7559,0.4639
LOG-000991,BCH-00259,EQ-101,PLT-001,Step 1 – Granulation,2024-05-18 14:59:38,2024-05-18 15:54:37,90,55.0,30.7,aborted,24.3,0.6346,0.7766,0.507,0.2499
LOG-000992,BCH-00260,EQ-101,PLT-001,Step 1 – Granulation,2024-05-18 23:05:41,2024-05-19 01:37:24,90,151.7,61.7,completed,89.99999999999999,0.6879,0.6542,0.8135,0.3661
LOG-000993,BCH-00260,EQ-102,PLT-001,Step 2 – Blending,2024-05-19 01:37:24,2024-05-19 02:37:24,60,60.0,0.0,completed,60.0,0.7326,0.842,0.7943,0.49
LOG-000994,BCH-00260,EQ-103,PLT-001,Step 3 – Compression,2024-05-19 02:37:24,2024-05-19 04:37:24,120,120.0,0.0,completed,120.0,0.7493,0.7809,0.7435,0.435
LOG-000995,BCH-00260,EQ-104,PLT-001,Step 4 – Coating,2024-05-19 04:37:24,2024-05-19 09:02:05,150,264.7,114.7,completed,150.0,0.6398,0.6162,0.8005,0.3156
LOG-000996,BCH-00261,EQ-101,PLT-001,Step 1 – Granulation,2024-05-19 09:55:55,2024-05-19 12:14:48,90,138.9,48.9,completed,90.0,0.6904,0.694,0.799,0.3828
LOG-000997,BCH-00261,EQ-102,PLT-001,Step 2 – Blending,2024-05-19 12:14:48,2024-05-19 13:14:48,60,60.0,0.0,completed,60.0,0.7982,0.8368,0.7351,0.491
LOG-000998,BCH-00261,EQ-103,PLT-001,Step 3 – Compression,2024-05-19 13:14:48,2024-05-19 15:14:48,120,120.0,0.0,completed,120.0,0.7672,0.7553,0.8053,0.4666
LOG-000999,BCH-00261,EQ-104,PLT-001,Step 4 – Coating,2024-05-19 15:14:48,2024-05-19 17:44:48,150,150.0,0.0,completed,150.0,0.8356,0.816,0.7798,0.5317
LOG-001000,BCH-00262,EQ-101,PLT-001,Step 1 – Granulation,2024-05-20 17:13:49,2024-05-20 19:22:31,90,128.7,38.7,completed,89.99999999999999,0.7167,0.76,0.7633,0.4158
LOG-001001,BCH-00262,EQ-102,PLT-001,Step 2 – Blending,2024-05-20 19:22:31,2024-05-20 20:22:31,60,60.0,0.0,completed,60.0,0.7278,0.7933,0.7657,0.4421
LOG-001002,BCH-00262,EQ-103,PLT-001,Step 3 – Compression,2024-05-20 20:22:31,2024-05-20 22:22:31,120,120.0,0.0,completed,120.0,0.7867,0.8398,0.7956,0.5256
LOG-001003,BCH-00262,EQ-104,PLT-001,Step 4 – Coating,2024-05-20 22:22:31,2024-05-21 02:36:30,150,254.0,193.7,aborted,60.30000000000001,0.597,0.6049,0.4082,0.1474
LOG-001004,BCH-00263,EQ-101,PLT-001,Step 1 – Granulation,2024-05-23 22:27:55,2024-05-23 23:57:55,90,90.0,0.0,completed,90.0,0.7793,0.7908,0.7664,0.4723
LOG-001005,BCH-00263,EQ-102,PLT-001,Step 2 – Blending,2024-05-23 23:57:55,2024-05-24 01:02:55,60,65.0,5.0,completed,60.0,0.7715,0.7187,0.7635,0.4233
LOG-001006,BCH-00263,EQ-103,PLT-001,Step 3 – Compression,2024-05-24 01:02:55,2024-05-24 04:13:13,120,190.3,70.3,completed,120.0,0.6978,0.6796,0.7406,0.3512
LOG-001007,BCH-00263,EQ-104,PLT-001,Step 4 – Coating,2024-05-24 04:13:13,2024-05-24 07:07:28,150,174.3,24.3,completed,150.0,0.7355,0.7232,0.7665,0.4077
LOG-001008,BCH-00264,EQ-101,PLT-001,Step 1 – Granulation,2024-05-24 12:34:13,2024-05-24 14:14:19,90,100.1,10.1,completed,90.0,0.7792,0.7379,0.8356,0.4804
LOG-001009,BCH-00264,EQ-102,PLT-001,Step 2 – Blending,2024-05-24 14:14:19,2024-05-24 15:14:19,60,60.0,0.0,completed,60.0,0.8243,0.7967,0.8092,0.5314
LOG-001010,BCH-00264,EQ-103,PLT-001,Step 3 – Compression,2024-05-24 15:14:19,2024-05-24 17:14:19,120,120.0,0.0,completed,120.0,0.7487,0.7512,0.761,0.428
LOG-001011,BCH-00264,EQ-104,PLT-001,Step 4 – Coating,2024-05-24 17:14:19,2024-05-24 20:30:31,150,196.2,46.2,completed,150.0,0.7465,0.6934,0.7477,0.387
LOG-001012,BCH-00265,EQ-101,PLT-001,Step 1 – Granulation,2024-05-24 13:55:03,2024-05-24 15:25:03,90,90.0,0.0,completed,90.0,0.7571,0.7342,0.6997,0.3889
LOG-001013,BCH-00265,EQ-102,PLT-001,Step 2 – Blending,2024-05-24 15:25:03,2024-05-24 16:25:03,60,60.0,0.0,completed,60.0,0.8181,0.7216,0.8232,0.486
LOG-001014,BCH-00265,EQ-103,PLT-001,Step 3 – Compression,2024-05-24 16:25:03,2024-05-24 18:25:03,120,120.0,0.0,completed,120.0,0.7702,0.8234,0.7433,0.4714
LOG-001015,BCH-00265,EQ-104,PLT-001,Step 4 – Coating,2024-05-24 18:25:03,2024-05-24 19:40:24,150,75.3,12.9,aborted,62.4,0.7169,0.826,0.4746,0.281
LOG-001016,BCH-00266,EQ-101,PLT-001,Step 1 – Granulation,2024-05-24 21:31:10,2024-05-25 00:04:30,90,153.3,63.3,completed,90.00000000000001,0.7128,0.6465,0.7246,0.3339
LOG-001017,BCH-00266,EQ-102,PLT-001,Step 2 – Blending,2024-05-25 00:04:30,2024-05-25 01:04:30,60,60.0,0.0,completed,60.0,0.8549,0.825,0.7954,0.561
LOG-001018,BCH-00266,EQ-103,PLT-001,Step 3 – Compression,2024-05-25 01:04:30,2024-05-25 04:56:53,120,232.4,112.4,completed,120.0,0.6109,0.7297,0.7629,0.3401
LOG-001019,BCH-00266,EQ-104,PLT-001,Step 4 – Coating,2024-05-25 04:56:53,2024-05-25 07:26:53,150,150.0,0.0,completed,150.0,0.7906,0.7768,0.7645,0.4695
LOG-001020,BCH-00267,EQ-101,PLT-001,Step 1 – Granulation,2024-05-25 21:33:11,2024-05-25 23:03:11,90,90.0,0.0,completed,90.0,0.8309,0.7776,0.846,0.5466
LOG-001021,BCH-00267,EQ-102,PLT-001,Step 2 – Blending,2024-05-25 23:03:11,2024-05-26 00:03:11,60,60.0,0.0,completed,60.0,0.7132,0.7978,0.7541,0.4291
LOG-001022,BCH-00267,EQ-103,PLT-001,Step 3 – Compression,2024-05-26 00:03:11,2024-05-26 01:05:51,120,62.7,0.0,aborted,62.7,0.7892,0.7785,0.5166,0.3174
LOG-001023,BCH-00268,EQ-101,PLT-001,Step 1 – Granulation,2024-05-25 23:59:06,2024-05-26 02:12:03,90,132.9,42.9,completed,90.0,0.7081,0.6337,0.7685,0.3448
LOG-001024,BCH-00268,EQ-102,PLT-001,Step 2 – Blending,2024-05-26 02:12:03,2024-05-26 03:12:03,60,60.0,0.0,completed,60.0,0.83,0.7255,0.7466,0.4496
LOG-001025,BCH-00268,EQ-103,PLT-001,Step 3 – Compression,2024-05-26 03:12:03,2024-05-26 05:12:03,120,120.0,0.0,completed,120.0,0.7865,0.8019,0.827,0.5216
LOG-001026,BCH-00268,EQ-104,PLT-001,Step 4 – Coating,2024-05-26 05:12:03,2024-05-26 07:42:03,150,150.0,0.0,completed,150.0,0.7378,0.7685,0.7822,0.4435
LOG-001027,BCH-00269,EQ-101,PLT-001,Step 1 – Granulation,2024-05-26 08:59:29,2024-05-26 10:29:29,90,90.0,0.0,completed,90.0,0.7957,0.8203,0.7931,0.5177
LOG-001028,BCH-00269,EQ-102,PLT-001,Step 2 – Blending,2024-05-26 10:29:29,2024-05-26 11:29:29,60,60.0,0.0,completed,60.0,0.7835,0.734,0.8127,0.4674
LOG-001029,BCH-00269,EQ-103,PLT-001,Step 3 – Compression,2024-05-26 11:29:29,2024-05-26 13:29:29,120,120.0,0.0,completed,120.0,0.8328,0.8034,0.7589,0.5078
LOG-001030,BCH-00269,EQ-104,PLT-001,Step 4 – Coating,2024-05-26 13:29:29,2024-05-26 17:22:15,150,232.8,82.8,completed,150.0,0.6732,0.6127,0.8102,0.3342
LOG-001031,BCH-00270,EQ-101,PLT-001,Step 1 – Granulation,2024-05-26 11:54:16,2024-05-26 15:02:49,90,188.5,98.5,completed,90.0,0.6857,0.6032,0.8039,0.3325
LOG-001032,BCH-00270,EQ-102,PLT-001,Step 2 – Blending,2024-05-26 15:02:49,2024-05-26 17:46:53,60,164.1,104.1,completed,60.0,0.6072,0.5576,0.8349,0.2827
LOG-001033,BCH-00270,EQ-103,PLT-001,Step 3 – Compression,2024-05-26 17:46:53,2024-05-26 20:34:05,120,167.2,47.2,completed,120.0,0.6794,0.6723,0.7638,0.3489
LOG-001034,BCH-00270,EQ-104,PLT-001,Step 4 – Coating,2024-05-26 20:34:05,2024-05-26 23:04:05,150,150.0,0.0,completed,150.0,0.7995,0.7189,0.7939,0.4563
LOG-001035,BCH-00271,EQ-101,PLT-001,Step 1 – Granulation,2024-05-26 23:48:29,2024-05-27 01:18:29,90,90.0,0.0,completed,90.0,0.8496,0.7609,0.6913,0.4469
LOG-001036,BCH-00271,EQ-102,PLT-001,Step 2 – Blending,2024-05-27 01:18:29,2024-05-27 02:23:29,60,65.0,5.0,completed,60.0,0.7275,0.7359,0.7677,0.411
LOG-001037,BCH-00271,EQ-103,PLT-001,Step 3 – Compression,2024-05-27 02:23:29,2024-05-27 04:23:29,120,120.0,0.0,completed,120.0,0.7579,0.7292,0.7442,0.4113
LOG-001038,BCH-00271,EQ-104,PLT-001,Step 4 – Coating,2024-05-27 04:23:29,2024-05-27 06:53:29,150,150.0,0.0,completed,150.0,0.7548,0.7562,0.7416,0.4233
LOG-001039,BCH-00272,EQ-101,PLT-001,Step 1 – Granulation,2024-05-27 01:44:29,2024-05-27 03:27:17,90,102.8,12.8,completed,90.0,0.7893,0.7304,0.7774,0.4482
LOG-001040,BCH-00272,EQ-102,PLT-001,Step 2 – Blending,2024-05-27 03:27:17,2024-05-27 04:27:17,60,60.0,0.0,completed,60.0,0.7426,0.8069,0.7299,0.4374
LOG-001041,BCH-00272,EQ-103,PLT-001,Step 3 – Compression,2024-05-27 04:27:17,2024-05-27 06:32:17,120,125.0,5.0,completed,120.0,0.7574,0.8027,0.6903,0.4197
LOG-001042,BCH-00272,EQ-104,PLT-001,Step 4 – Coating,2024-05-27 06:32:17,2024-05-27 09:39:45,150,187.5,37.5,completed,150.0,0.7398,0.7975,0.7245,0.4274
LOG-001043,BCH-00273,EQ-101,PLT-001,Step 1 – Granulation,2024-05-27 16:34:46,2024-05-27 18:04:46,90,90.0,0.0,completed,90.0,0.8078,0.8269,0.7188,0.4801
LOG-001044,BCH-00273,EQ-102,PLT-001,Step 2 – Blending,2024-05-27 18:04:46,2024-05-27 20:11:47,60,127.0,67.0,completed,60.0,0.5747,0.5733,0.7901,0.2603
LOG-001045,BCH-00273,EQ-103,PLT-001,Step 3 – Compression,2024-05-27 20:11:47,2024-05-27 22:11:47,120,120.0,0.0,completed,120.0,0.743,0.8083,0.8147,0.4893
LOG-001046,BCH-00273,EQ-104,PLT-001,Step 4 – Coating,2024-05-27 22:11:47,2024-05-28 00:41:47,150,150.0,0.0,completed,150.0,0.713,0.7786,0.8217,0.4562
LOG-001047,BCH-00274,EQ-101,PLT-001,Step 1 – Granulation,2024-05-28 10:36:53,2024-05-28 12:06:53,90,90.0,0.0,completed,90.0,0.8323,0.7541,0.7821,0.4909
LOG-001048,BCH-00274,EQ-102,PLT-001,Step 2 – Blending,2024-05-28 12:06:53,2024-05-28 16:04:19,60,237.4,177.4,completed,60.0,0.5846,0.5299,0.8529,0.2642
LOG-001049,BCH-00274,EQ-103,PLT-001,Step 3 – Compression,2024-05-28 16:04:19,2024-05-28 18:04:19,120,120.0,0.0,completed,120.0,0.8593,0.7636,0.7813,0.5127
LOG-001050,BCH-00274,EQ-104,PLT-001,Step 4 – Coating,2024-05-28 18:04:19,2024-05-28 20:39:19,150,155.0,5.0,completed,150.0,0.7227,0.8005,0.706,0.4084
LOG-001051,BCH-00275,EQ-101,PLT-001,Step 1 – Granulation,2024-05-28 21:18:34,2024-05-28 22:48:34,90,90.0,0.0,completed,90.0,0.8047,0.7003,0.749,0.4221
LOG-001052,BCH-00275,EQ-102,PLT-001,Step 2 – Blending,2024-05-28 22:48:34,2024-05-29 00:06:21,60,77.8,17.8,completed,60.0,0.6763,0.7703,0.7719,0.4021
LOG-001053,BCH-00275,EQ-103,PLT-001,Step 3 – Compression,2024-05-29 00:06:21,2024-05-29 02:06:21,120,120.0,0.0,completed,120.0,0.7228,0.729,0.8064,0.4249
LOG-001054,BCH-00275,EQ-104,PLT-001,Step 4 – Coating,2024-05-29 02:06:21,2024-05-29 04:36:21,150,150.0,0.0,completed,150.0,0.7724,0.7955,0.7634,0.4691
LOG-001055,BCH-00276,EQ-101,PLT-001,Step 1 – Granulation,2024-05-29 04:15:17,2024-05-29 06:33:28,90,138.2,48.2,completed,89.99999999999999,0.6617,0.6549,0.7983,0.3459
LOG-001056,BCH-00276,EQ-102,PLT-001,Step 2 – Blending,2024-05-29 06:33:28,2024-05-29 07:50:14,60,76.8,16.8,completed,60.0,0.678,0.6588,0.7882,0.3521
LOG-001057,BCH-00276,EQ-103,PLT-001,Step 3 – Compression,2024-05-29 07:50:14,2024-05-29 09:50:14,120,120.0,0.0,completed,120.0,0.756,0.7288,0.8036,0.4428
LOG-001058,BCH-00276,EQ-104,PLT-001,Step 4 – Coating,2024-05-29 09:50:14,2024-05-29 10:57:34,150,67.3,0.0,aborted,67.3,0.7656,0.7826,0.4716,0.2826
LOG-001059,BCH-00277,EQ-101,PLT-001,Step 1 – Granulation,2024-05-31 09:11:15,2024-05-31 10:41:15,90,90.0,0.0,completed,90.0,0.7297,0.7427,0.7441,0.4033
LOG-001060,BCH-00277,EQ-102,PLT-001,Step 2 – Blending,2024-05-31 10:41:15,2024-05-31 11:41:15,60,60.0,0.0,completed,60.0,0.7221,0.7662,0.8093,0.4478
LOG-001061,BCH-00277,EQ-103,PLT-001,Step 3 – Compression,2024-05-31 11:41:15,2024-05-31 14:18:39,120,157.4,37.4,completed,120.0,0.7316,0.731,0.7889,0.4219
LOG-001062,BCH-00277,EQ-104,PLT-001,Step 4 – Coating,2024-05-31 14:18:39,2024-05-31 18:13:45,150,235.1,85.1,completed,150.0,0.6018,0.6194,0.7707,0.2873
LOG-001063,BCH-00278,EQ-101,PLT-001,Step 1 – Granulation,2024-05-31 20:51:21,2024-05-31 23:31:34,90,160.2,70.2,completed,89.99999999999999,0.6805,0.5868,0.797,0.3183
LOG-001064,BCH-00278,EQ-102,PLT-001,Step 2 – Blending,2024-05-31 23:31:34,2024-06-01 00:31:34,60,60.0,0.0,completed,60.0,0.7807,0.7195,0.7469,0.4195
LOG-001065,BCH-00278,EQ-103,PLT-001,Step 3 – Compression,2024-06-01 00:31:34,2024-06-01 04:05:20,120,213.8,93.8,completed,120.0,0.6955,0.6086,0.7763,0.3286
LOG-001066,BCH-00278,EQ-104,PLT-001,Step 4 – Coating,2024-06-01 04:05:20,2024-06-01 07:18:17,150,193.0,43.0,completed,150.0,0.7173,0.706,0.7766,0.3933
LOG-001067,BCH-00279,EQ-101,PLT-001,Step 1 – Granulation,2024-06-02 01:16:27,2024-06-02 02:51:27,90,95.0,5.0,completed,90.0,0.7305,0.7573,0.7759,0.4292
LOG-001068,BCH-00279,EQ-102,PLT-001,Step 2 – Blending,2024-06-02 02:51:27,2024-06-02 03:51:27,60,60.0,0.0,completed,60.0,0.7273,0.7565,0.7715,0.4245
LOG-001069,BCH-00279,EQ-103,PLT-001,Step 3 – Compression,2024-06-02 03:51:27,2024-06-02 05:51:27,120,120.0,0.0,completed,120.0,0.7063,0.7807,0.7898,0.4355
LOG-001070,BCH-00279,EQ-104,PLT-001,Step 4 – Coating,2024-06-02 05:51:27,2024-06-02 08:21:27,150,150.0,0.0,completed,150.0,0.7055,0.6998,0.7205,0.3557
LOG-001071,BCH-00280,EQ-101,PLT-001,Step 1 – Granulation,2024-06-02 03:03:23,2024-06-02 04:41:47,90,98.4,8.4,completed,90.0,0.7862,0.8005,0.7106,0.4472
LOG-001072,BCH-00280,EQ-102,PLT-001,Step 2 – Blending,2024-06-02 04:41:47,2024-06-02 05:41:47,60,60.0,0.0,completed,60.0,0.7697,0.783,0.7766,0.468
LOG-001073,BCH-00280,EQ-103,PLT-001,Step 3 – Compression,2024-06-02 05:41:47,2024-06-02 08:15:42,120,153.9,33.9,completed,120.0,0.6766,0.7152,0.6925,0.3351
LOG-001074,BCH-00280,EQ-104,PLT-001,Step 4 – Coating,2024-06-02 08:15:42,2024-06-02 10:45:42,150,150.0,0.0,completed,150.0,0.6969,0.8308,0.705,0.4082
LOG-001075,BCH-00281,EQ-101,PLT-001,Step 1 – Granulation,2024-06-02 11:05:45,2024-06-02 12:35:45,90,90.0,0.0,completed,90.0,0.8078,0.7922,0.7258,0.4645
LOG-001076,BCH-00281,EQ-102,PLT-001,Step 2 – Blending,2024-06-02 12:35:45,2024-06-02 13:35:45,60,60.0,0.0,completed,60.0,0.728,0.8204,0.7516,0.4489
LOG-001077,BCH-00281,EQ-103,PLT-001,Step 3 – Compression,2024-06-02 13:35:45,2024-06-02 15:46:37,120,130.9,10.9,completed,120.0,0.7443,0.7242,0.7058,0.3804
LOG-001078,BCH-00281,EQ-104,PLT-001,Step 4 – Coating,2024-06-02 15:46:37,2024-06-02 18:16:37,150,150.0,0.0,completed,150.0,0.6991,0.7804,0.7085,0.3865
LOG-001079,BCH-00282,EQ-101,PLT-001,Step 1 – Granulation,2024-06-02 13:44:46,2024-06-02 15:14:46,90,90.0,0.0,completed,90.0,0.8016,0.8196,0.786,0.5164
LOG-001080,BCH-00282,EQ-102,PLT-001,Step 2 – Blending,2024-06-02 15:14:46,2024-06-02 16:14:46,60,60.0,0.0,completed,60.0,0.7834,0.7496,0.7342,0.4311
LOG-001081,BCH-00282,EQ-103,PLT-001,Step 3 – Compression,2024-06-02 16:14:46,2024-06-02 21:33:01,120,318.2,198.2,completed,120.0,0.5742,0.5773,0.7773,0.2577
LOG-001082,BCH-00282,EQ-104,PLT-001,Step 4 – Coating,2024-06-02 21:33:01,2024-06-03 00:03:01,150,150.0,0.0,completed,150.0,0.7291,0.821,0.7831,0.4688
LOG-001083,BCH-00283,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 02:18:29,2024-06-03 03:48:29,90,90.0,0.0,completed,90.0,0.8066,0.8182,0.7148,0.4717
LOG-001084,BCH-00283,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 03:48:29,2024-06-03 04:48:29,60,60.0,0.0,completed,60.0,0.7812,0.8019,0.7218,0.4522
LOG-001085,BCH-00283,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 04:48:29,2024-06-03 06:48:29,120,120.0,0.0,completed,120.0,0.7149,0.8164,0.7464,0.4356
LOG-001086,BCH-00283,EQ-104,PLT-001,Step 4 – Coating,2024-06-03 06:48:29,2024-06-03 07:38:11,150,49.7,0.0,aborted,49.7,0.8199,0.789,0.4149,0.2684
LOG-001087,BCH-00284,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 02:39:35,2024-06-03 04:09:35,90,90.0,0.0,completed,90.0,0.8049,0.7541,0.7552,0.4584
LOG-001088,BCH-00284,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 04:09:35,2024-06-03 08:14:03,60,244.5,184.5,completed,60.0,0.5366,0.5409,0.7247,0.2103
LOG-001089,BCH-00284,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 08:14:03,2024-06-03 10:38:18,120,144.2,24.2,completed,120.0,0.7298,0.7253,0.7209,0.3816
LOG-001090,BCH-00284,EQ-104,PLT-001,Step 4 – Coating,2024-06-03 10:38:18,2024-06-03 13:08:18,150,150.0,0.0,completed,150.0,0.741,0.7794,0.8068,0.466
LOG-001091,BCH-00285,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 04:44:38,2024-06-03 06:14:38,90,90.0,0.0,completed,90.0,0.7853,0.8461,0.7175,0.4767
LOG-001092,BCH-00285,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 06:14:38,2024-06-03 07:14:38,60,60.0,0.0,completed,60.0,0.7475,0.7683,0.7376,0.4236
LOG-001093,BCH-00285,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 07:14:38,2024-06-03 09:14:38,120,120.0,0.0,completed,120.0,0.74,0.7232,0.7148,0.3825
LOG-001094,BCH-00285,EQ-104,PLT-001,Step 4 – Coating,2024-06-03 09:14:38,2024-06-03 11:44:38,150,150.0,0.0,completed,150.0,0.7611,0.776,0.726,0.4288
LOG-001095,BCH-00286,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 12:09:41,2024-06-03 13:39:41,90,90.0,0.0,completed,90.0,0.7816,0.8153,0.8142,0.5188
LOG-001096,BCH-00286,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 13:39:41,2024-06-03 14:39:41,60,60.0,0.0,completed,60.0,0.7859,0.8388,0.7623,0.5025
LOG-001097,BCH-00286,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 14:39:41,2024-06-03 16:39:41,120,120.0,0.0,completed,120.0,0.8131,0.7596,0.7664,0.4734
LOG-001098,BCH-00286,EQ-104,PLT-001,Step 4 – Coating,2024-06-03 16:39:41,2024-06-03 19:09:41,150,150.0,0.0,completed,150.0,0.692,0.7862,0.8058,0.4384
LOG-001099,BCH-00287,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 13:18:11,2024-06-03 14:48:11,90,90.0,0.0,completed,90.0,0.7172,0.7219,0.8342,0.4319
LOG-001100,BCH-00287,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 14:48:11,2024-06-03 16:39:09,60,111.0,51.0,completed,60.0,0.6506,0.5643,0.7446,0.2734
LOG-001101,BCH-00287,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 16:39:09,2024-06-03 19:34:42,120,175.5,55.5,completed,120.0,0.6548,0.6934,0.7679,0.3487
LOG-001102,BCH-00287,EQ-104,PLT-001,Step 4 – Coating,2024-06-03 19:34:42,2024-06-03 22:04:42,150,150.0,0.0,completed,150.0,0.7814,0.7443,0.7229,0.4204
LOG-001103,BCH-00288,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 17:08:06,2024-06-03 19:31:03,90,142.9,52.9,completed,90.0,0.6663,0.6821,0.7809,0.3549
LOG-001104,BCH-00288,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 19:31:03,2024-06-03 20:31:03,60,60.0,0.0,completed,60.0,0.7898,0.803,0.7168,0.4546
LOG-001105,BCH-00288,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 20:31:03,2024-06-04 00:00:31,120,209.5,89.5,completed,120.0,0.6132,0.6646,0.7476,0.3047
LOG-001106,BCH-00288,EQ-104,PLT-001,Step 4 – Coating,2024-06-04 00:00:31,2024-06-04 03:25:45,150,205.2,55.2,completed,150.0,0.7069,0.6645,0.7752,0.3641
LOG-001107,BCH-00289,EQ-101,PLT-001,Step 1 – Granulation,2024-06-03 17:09:36,2024-06-03 18:39:36,90,90.0,0.0,completed,90.0,0.7182,0.752,0.821,0.4434
LOG-001108,BCH-00289,EQ-102,PLT-001,Step 2 – Blending,2024-06-03 18:39:36,2024-06-03 19:39:36,60,60.0,0.0,completed,60.0,0.7757,0.7607,0.76,0.4485
LOG-001109,BCH-00289,EQ-103,PLT-001,Step 3 – Compression,2024-06-03 19:39:36,2024-06-03 21:39:36,120,120.0,0.0,completed,120.0,0.6959,0.7192,0.75,0.3754
LOG-001110,BCH-00289,EQ-104,PLT-001,Step 4 – Coating,2024-06-03 21:39:36,2024-06-04 01:07:09,150,207.6,57.6,completed,150.0,0.6339,0.7782,0.7528,0.3714
LOG-001111,BCH-00290,EQ-101,PLT-001,Step 1 – Granulation,2024-06-04 06:52:46,2024-06-04 08:22:46,90,90.0,0.0,completed,90.0,0.7472,0.7103,0.7011,0.3721
LOG-001112,BCH-00290,EQ-102,PLT-001,Step 2 – Blending,2024-06-04 08:22:46,2024-06-04 09:22:46,60,60.0,0.0,completed,60.0,0.8295,0.8092,0.7357,0.4938
LOG-001113,BCH-00290,EQ-103,PLT-001,Step 3 – Compression,2024-06-04 09:22:46,2024-06-04 11:22:46,120,120.0,0.0,completed,120.0,0.7582,0.7817,0.7591,0.4499
LOG-001114,BCH-00290,EQ-104,PLT-001,Step 4 – Coating,2024-06-04 11:22:46,2024-06-04 13:52:46,150,150.0,0.0,completed,150.0,0.7598,0.7153,0.8141,0.4425
LOG-001115,BCH-00291,EQ-101,PLT-001,Step 1 – Granulation,2024-06-04 10:00:33,2024-06-04 11:30:33,90,90.0,0.0,completed,90.0,0.7332,0.724,0.7927,0.4208
LOG-001116,BCH-00291,EQ-102,PLT-001,Step 2 – Blending,2024-06-04 11:30:33,2024-06-04 12:30:33,60,60.0,0.0,completed,60.0,0.7475,0.8032,0.835,0.5013
LOG-001117,BCH-00291,EQ-103,PLT-001,Step 3 – Compression,2024-06-04 12:30:33,2024-06-04 14:47:54,120,137.3,17.3,completed,120.0,0.7139,0.7326,0.8433,0.441
LOG-001118,BCH-00291,EQ-104,PLT-001,Step 4 – Coating,2024-06-04 14:47:54,2024-06-04 15:48:05,150,60.2,35.8,aborted,24.40000000000001,0.5428,0.8079,0.4543,0.1992
LOG-001119,BCH-00292,EQ-101,PLT-001,Step 1 – Granulation,2024-06-05 05:06:57,2024-06-05 07:28:51,90,141.9,51.9,completed,90.0,0.6113,0.6897,0.8503,0.3585
LOG-001120,BCH-00292,EQ-102,PLT-001,Step 2 – Blending,2024-06-05 07:28:51,2024-06-05 09:25:16,60,116.4,56.4,completed,60.00000000000001,0.5938,0.5507,0.6827,0.2232
LOG-001121,BCH-00292,EQ-103,PLT-001,Step 3 – Compression,2024-06-05 09:25:16,2024-06-05 13:11:50,120,226.6,106.6,completed,120.0,0.5871,0.671,0.7336,0.289
LOG-001122,BCH-00292,EQ-104,PLT-001,Step 4 – Coating,2024-06-05 13:11:50,2024-06-05 15:41:50,150,150.0,0.0,completed,150.0,0.7488,0.6895,0.6356,0.3282
LOG-001123,BCH-00293,EQ-101,PLT-001,Step 1 – Granulation,2024-06-05 11:09:51,2024-06-05 12:44:51,90,95.0,5.0,completed,90.0,0.6912,0.7307,0.7295,0.3684
