downtime_id,batch_id,equip_id,plant_id,reason,start_timestamp,duration_minutes
DT-000831,BCH-00602,EQ-102,PLT-001,Electrical fault,2024-11-23 17:37:20,55.8
DT-000832,BCH-00602,EQ-103,PLT-001,Sensor malfunction,2024-11-24 00:11:16,180.0
DT-000833,BCH-00602,EQ-104,PLT-001,Scheduled maintenance overrun,2024-11-24 04:37:54,53.3
DT-000834,BCH-00602,EQ-104,PLT-001,Electrical fault,2024-11-24 03:33:06,161.6
DT-000835,BCH-00603,EQ-101,PLT-001,Pneumatic failure,2024-11-24 01:54:13,498.8
DT-000836,BCH-00603,EQ-102,PLT-001,Electrical fault,2024-11-24 08:20:19,127.5
DT-000837,BCH-00604,EQ-101,PLT-001,Electrical fault,2024-11-24 03:16:01,37.6
DT-000838,BCH-00604,EQ-103,PLT-001,Electrical fault,2024-11-24 04:56:45,152.2
DT-000839,BCH-00604,EQ-104,PLT-001,Scheduled maintenance overrun,2024-11-24 08:58:45,10.5
DT-000840,BCH-00605,EQ-101,PLT-001,Electrical fault,2024-11-24 21:55:21,25.4
DT-000841,BCH-00605,EQ-102,PLT-001,Mechanical failure,2024-11-24 23:42:00,16.2
DT-000842,BCH-00605,EQ-102,PLT-001,Scheduled maintenance overrun,2024-11-24 23:19:29,27.3
DT-000843,BCH-00605,EQ-103,PLT-001,Pneumatic failure,2024-11-25 02:01:22,8.0
DT-000844,BCH-00605,EQ-104,PLT-001,Electrical fault,2024-11-25 03:24:43,55.2
DT-000845,BCH-00606,EQ-101,PLT-001,Electrical fault,2024-11-25 12:16:17,95.2
DT-000846,BCH-00606,EQ-102,PLT-001,Electrical fault,2024-11-25 14:02:49,5.8
DT-000847,BCH-00606,EQ-103,PLT-001,Sensor malfunction,2024-11-25 16:45:23,84.0
DT-000848,BCH-00606,EQ-103,PLT-001,Electrical fault,2024-11-25 15:44:52,37.7
DT-000849,BCH-00606,EQ-104,PLT-001,Pneumatic failure,2024-11-25 19:39:15,51.4
DT-000850,BCH-00606,EQ-104,PLT-001,Pneumatic failure,2024-11-25 20:29:09,88.0
DT-000851,BCH-00607,EQ-101,PLT-001,Mechanical failure,2024-11-25 21:53:38,178.1
DT-000852,BCH-00607,EQ-101,PLT-001,Mechanical failure,2024-11-25 22:08:13,29.1
DT-000853,BCH-00607,EQ-103,PLT-001,Pneumatic failure,2024-11-26 02:05:16,220.9
DT-000854,BCH-00609,EQ-101,PLT-001,Electrical fault,2024-11-26 10:15:01,72.1
DT-000855,BCH-00609,EQ-102,PLT-001,Pneumatic failure,2024-11-26 12:12:35,45.8
DT-000856,BCH-00609,EQ-103,PLT-001,Pneumatic failure,2024-11-26 15:00:19,94.4
DT-000857,BCH-00610,EQ-103,PLT-001,Sensor malfunction,2024-11-26 14:11:22,52.3
DT-000858,BCH-00611,EQ-101,PLT-001,Pneumatic failure,2024-11-29 01:49:15,247.6
DT-000859,BCH-00611,EQ-101,PLT-001,Electrical fault,2024-11-29 02:16:32,38.6
DT-000860,BCH-00611,EQ-102,PLT-001,Mechanical failure,2024-11-29 06:16:37,61.5
DT-000861,BCH-00612,EQ-102,PLT-001,Sensor malfunction,2024-11-29 19:57:21,124.3
DT-000862,BCH-00612,EQ-103,PLT-001,Sensor malfunction,2024-11-29 23:38:33,189.2
DT-000863,BCH-00613,EQ-101,PLT-001,Electrical fault,2024-12-02 23:46:16,18.9
DT-000864,BCH-00613,EQ-103,PLT-001,Electrical fault,2024-12-03 01:53:10,548.7
DT-000865,BCH-00613,EQ-104,PLT-001,Mechanical failure,2024-12-03 10:01:22,174.5
DT-000866,BCH-00613,EQ-104,PLT-001,Electrical fault,2024-12-03 09:00:49,120.4
DT-000867,BCH-00614,EQ-101,PLT-001,Pneumatic failure,2024-12-03 19:05:21,70.3
DT-000868,BCH-00614,EQ-102,PLT-001,Electrical fault,2024-12-03 20:59:46,44.3
DT-000869,BCH-00614,EQ-103,PLT-001,Pneumatic failure,2024-12-03 22:59:25,305.5
DT-000870,BCH-00615,EQ-101,PLT-001,Sensor malfunction,2024-12-04 02:45:04,198.1
DT-000871,BCH-00615,EQ-102,PLT-001,Sensor malfunction,2024-12-04 05:49:09,169.4
DT-000872,BCH-00615,EQ-103,PLT-001,Mechanical failure,2024-12-04 09:33:21,192.1
DT-000873,BCH-00615,EQ-104,PLT-001,Sensor malfunction,2024-12-04 14:12:00,248.3
DT-000874,BCH-00616,EQ-101,PLT-001,Electrical fault,2024-12-05 02:19:04,38.4
DT-000875,BCH-00616,EQ-101,PLT-001,Electrical fault,2024-12-05 02:34:47,26.8
DT-000876,BCH-00616,EQ-102,PLT-001,Electrical fault,2024-12-05 03:45:24,12.4
DT-000877,BCH-00616,EQ-102,PLT-001,Electrical fault,2024-12-05 03:48:55,15.3
DT-000878,BCH-00616,EQ-103,PLT-001,Mechanical failure,2024-12-05 06:04:41,124.9
DT-000879,BCH-00616,EQ-103,PLT-001,Electrical fault,2024-12-05 06:09:34,211.9
DT-000880,BCH-00616,EQ-104,PLT-001,Sensor malfunction,2024-12-05 11:17:03,106.0
DT-000881,BCH-00617,EQ-101,PLT-001,Mechanical failure,2024-12-05 08:25:30,96.7
DT-000882,BCH-00617,EQ-102,PLT-001,Scheduled maintenance overrun,2024-12-05 11:22:38,29.4
DT-000883,BCH-00617,EQ-102,PLT-001,Mechanical failure,2024-12-05 10:57:44,133.8
DT-000884,BCH-00617,EQ-104,PLT-001,Electrical fault,2024-12-05 16:45:48,16.7
DT-000885,BCH-00618,EQ-101,PLT-001,Electrical fault,2024-12-05 17:27:24,215.9
DT-000886,BCH-00619,EQ-101,PLT-001,Sensor malfunction,2024-12-06 14:55:19,150.5
DT-000887,BCH-00619,EQ-102,PLT-001,Sensor malfunction,2024-12-06 17:44:32,72.4
DT-000888,BCH-00620,EQ-101,PLT-001,Mechanical failure,2024-12-07 03:04:00,7.4
DT-000889,BCH-00620,EQ-102,PLT-001,Scheduled maintenance overrun,2024-12-07 04:17:34,10.1
DT-000890,BCH-00620,EQ-103,PLT-001,Sensor malfunction,2024-12-07 05:54:55,64.9
DT-000891,BCH-00620,EQ-104,PLT-001,Pneumatic failure,2024-12-07 10:14:49,125.7
DT-000892,BCH-00622,EQ-101,PLT-001,Electrical fault,2024-12-07 20:39:09,9.8
DT-000893,BCH-00622,EQ-102,PLT-001,Electrical fault,2024-12-07 22:03:56,104.8
DT-000894,BCH-00623,EQ-102,PLT-001,Sensor malfunction,2024-12-08 18:42:53,128.4
DT-000895,BCH-00623,EQ-103,PLT-001,Electrical fault,2024-12-08 23:10:30,333.4
DT-000896,BCH-00623,EQ-104,PLT-001,Scheduled maintenance overrun,2024-12-09 05:02:56,26.0
DT-000897,BCH-00624,EQ-102,PLT-001,Electrical fault,2024-12-08 20:17:29,47.4
DT-000898,BCH-00625,EQ-101,PLT-001,Sensor malfunction,2024-12-09 05:10:34,15.6
DT-000899,BCH-00625,EQ-102,PLT-001,Sensor malfunction,2024-12-09 05:55:08,207.4
DT-000900,BCH-00626,EQ-102,PLT-001,Electrical fault,2024-12-09 12:00:59,14.2
DT-000901,BCH-00626,EQ-102,PLT-001,Sensor malfunction,2024-12-09 12:31:11,6.7
DT-000902,BCH-00626,EQ-103,PLT-001,Scheduled maintenance overrun,2024-12-09 14:41:35,5.9
DT-000903,BCH-00626,EQ-104,PLT-001,Scheduled maintenance overrun,2024-12-09 16:49:00,218.6
DT-000904,BCH-00627,EQ-101,PLT-001,Scheduled maintenance overrun,2024-12-10 02:55:20,95.0
DT-000905,BCH-00628,EQ-101,PLT-001,Sensor malfunction,2024-12-11 14:10:52,29.8
DT-000906,BCH-00628,EQ-102,PLT-001,Scheduled maintenance overrun,2024-12-11 16:19:02,26.9
DT-000907,BCH-00629,EQ-101,PLT-001,Scheduled maintenance overrun,2024-12-11 23:54:38,44.6
DT-000908,BCH-00629,EQ-101,PLT-001,Electrical fault,2024-12-12 00:06:44,44.0
DT-000909,BCH-00629,EQ-103,PLT-001,Electrical fault,2024-12-12 03:11:49,43.9
DT-000910,BCH-00630,EQ-101,PLT-001,Mechanical failure,2024-12-12 14:09:01,100.5
DT-000911,BCH-00630,EQ-102,PLT-001,Pneumatic failure,2024-12-12 16:24:23,238.9
DT-000912,BCH-00630,EQ-102,PLT-001,Mechanical failure,2024-12-12 15:58:37,80.9
DT-000913,BCH-00631,EQ-102,PLT-001,Mechanical failure,2024-12-12 18:37:29,66.2
DT-000914,BCH-00632,EQ-101,PLT-001,Electrical fault,2024-12-13 23:20:47,219.9
DT-000915,BCH-00632,EQ-102,PLT-001,Electrical fault,2024-12-14 02:51:40,16.1
DT-000916,BCH-00632,EQ-103,PLT-001,Mechanical failure,2024-12-14 05:03:30,90.6
DT-000917,BCH-00633,EQ-102,PLT-001,Electrical fault,2024-12-14 04:03:30,107.1
DT-000918,BCH-00634,EQ-101,PLT-001,Electrical fault,2024-12-15 08:27:12,83.7
DT-000919,BCH-00634,EQ-102,PLT-001,Electrical fault,2024-12-15 10:29:29,37.9
DT-000920,BCH-00635,EQ-101,PLT-001,Sensor malfunction,2024-12-15 09:00:12,111.4
DT-000921,BCH-00635,EQ-102,PLT-001,Mechanical failure,2024-12-15 11:43:37,54.1
DT-000922,BCH-00635,EQ-103,PLT-001,Electrical fault,2024-12-15 13:27:09,138.1
DT-000923,BCH-00635,EQ-104,PLT-001,Sensor malfunction,2024-12-15 18:03:38,52.1
DT-000924,BCH-00636,EQ-101,PLT-001,Electrical fault,2024-12-15 15:13:52,172.8
DT-000925,BCH-00636,EQ-102,PLT-001,Electrical fault,2024-12-15 18:07:58,48.1
DT-000926,BCH-00636,EQ-103,PLT-001,Mechanical failure,2024-12-15 19:20:46,71.8
DT-000927,BCH-00636,EQ-103,PLT-001,Scheduled maintenance overrun,2024-12-15 19:30:37,63.2
DT-000928,BCH-00637,EQ-101,PLT-001,Sensor malfunction,2024-12-15 16:57:05,2.8
DT-000929,BCH-00637,EQ-102,PLT-001,Pneumatic failure,2024-12-15 18:08:28,84.2
DT-000930,BCH-00637,EQ-104,PLT-001,Mechanical failure,2024-12-15 21:57:00,15.5
DT-000931,BCH-00639,EQ-101,PLT-001,Mechanical failure,2024-12-16 14:56:28,72.3
DT-000932,BCH-00639,EQ-102,PLT-001,Electrical fault,2024-12-16 17:26:10,8.9
DT-000933,BCH-00639,EQ-103,PLT-001,Electrical fault,2024-12-16 19:06:37,336.1
DT-000934,BCH-00639,EQ-103,PLT-001,Electrical fault,2024-12-16 18:13:21,127.0
DT-000935,BCH-00640,EQ-101,PLT-001,Sensor malfunction,2024-12-17 07:10:29,99.5
DT-000936,BCH-00640,EQ-103,PLT-001,Electrical fault,2024-12-17 11:30:45,157.4
DT-000937,BCH-00640,EQ-104,PLT-001,Scheduled maintenance overrun,2024-12-17 14:14:19,106.6
DT-000938,BCH-00641,EQ-102,PLT-001,Mechanical failure,2024-12-18 03:18:03,103.2
DT-000939,BCH-00641,EQ-102,PLT-001,Electrical fault,2024-12-18 03:09:02,46.5
DT-000940,BCH-00641,EQ-103,PLT-001,Mechanical failure,2024-12-18 06:32:00,288.9
DT-000941,BCH-00641,EQ-104,PLT-001,Scheduled maintenance overrun,2024-12-18 10:28:15,19.3
DT-000942,BCH-00642,EQ-101,PLT-001,Mechanical failure,2024-12-18 08:34:02,337.6
DT-000943,BCH-00642,EQ-102,PLT-001,Mechanical failure,2024-12-18 13:23:32,10.5
DT-000944,BCH-00642,EQ-102,PLT-001,Mechanical failure,2024-12-18 13:09:24,80.3
DT-000945,BCH-00642,EQ-104,PLT-001,Pneumatic failure,2024-12-18 18:21:38,12.3
DT-000946,BCH-00642,EQ-104,PLT-001,Mechanical failure,2024-12-18 18:00:04,250.0
DT-000947,BCH-00643,EQ-101,PLT-001,Mechanical failure,2024-12-18 20:27:59,25.7
DT-000948,BCH-00643,EQ-101,PLT-001,Mechanical failure,2024-12-18 20:30:46,153.9
DT-000949,BCH-00643,EQ-102,PLT-001,Mechanical failure,2024-12-18 23:56:39,102.7
DT-000950,BCH-00643,EQ-103,PLT-001,Mechanical failure,2024-12-19 01:39:52,360.8
DT-000951,BCH-00643,EQ-103,PLT-001,Mechanical failure,2024-12-19 02:26:45,7.5
DT-000952,BCH-00644,EQ-102,PLT-001,Scheduled maintenance overrun,2024-12-19 14:13:53,15.7
DT-000953,BCH-00645,EQ-101,PLT-001,Sensor malfunction,2024-12-19 15:21:57,8.0
DT-000954,BCH-00645,EQ-102,PLT-001,Sensor malfunction,2024-12-19 16:35:51,32.4
DT-000955,BCH-00645,EQ-103,PLT-001,Mechanical failure,2024-12-19 18:15:04,105.9
DT-000956,BCH-00645,EQ-104,PLT-001,Sensor malfunction,2024-12-20 00:44:46,193.2
DT-000957,BCH-00646,EQ-101,PLT-001,Pneumatic failure,2024-12-20 03:17:58,186.8
DT-000958,BCH-00646,EQ-102,PLT-001,Electrical fault,2024-12-20 06:52:12,94.0
DT-000959,BCH-00646,EQ-102,PLT-001,Pneumatic failure,2024-12-20 07:03:52,109.9
DT-000960,BCH-00646,EQ-103,PLT-001,Pneumatic failure,2024-12-20 10:32:18,118.9
DT-000961,BCH-00646,EQ-104,PLT-001,Electrical fault,2024-12-20 13:47:09,112.0
DT-000962,BCH-00647,EQ-101,PLT-001,Sensor malfunction,2024-12-20 09:35:42,135.1
DT-000963,BCH-00647,EQ-102,PLT-001,Scheduled maintenance overrun,2024-12-20 12:28:25,22.7
DT-000964,BCH-00648,EQ-101,PLT-001,Scheduled maintenance overrun,2024-12-21 03:19:00,61.3
DT-000965,BCH-00648,EQ-102,PLT-001,Sensor malfunction,2024-12-21 05:35:19,61.5
DT-000966,BCH-00649,EQ-101,PLT-001,Electrical fault,2024-12-21 13:45:57,220.4
DT-000967,BCH-00649,EQ-102,PLT-001,Electrical fault,2024-12-21 17:12:36,83.2
DT-000968,BCH-00649,EQ-104,PLT-001,Electrical fault,2024-12-21 23:02:15,103.3
DT-000969,BCH-00649,EQ-104,PLT-001,Electrical fault,2024-12-21 21:36:05,391.2
DT-000970,BCH-00650,EQ-101,PLT-001,Pneumatic failure,2024-12-22 06:19:11,14.5
DT-000971,BCH-00650,EQ-103,PLT-001,Sensor malfunction,2024-12-22 08:29:19,123.3
DT-000972,BCH-00650,EQ-104,PLT-001,Sensor malfunction,2024-12-22 14:03:31,48.3
DT-000973,BCH-00651,EQ-104,PLT-001,Pneumatic failure,2024-12-22 14:05:25,91.1
DT-000974,BCH-00652,EQ-101,PLT-001,Mechanical failure,2024-12-24 02:14:23,141.6
DT-000975,BCH-00652,EQ-101,PLT-001,Mechanical failure,2024-12-24 01:39:53,365.9
DT-000976,BCH-00652,EQ-102,PLT-001,Mechanical failure,2024-12-24 08:23:47,11.3
DT-000977,BCH-00652,EQ-103,PLT-001,Mechanical failure,2024-12-24 09:54:19,138.1
DT-000978,BCH-00653,EQ-102,PLT-001,Sensor malfunction,2024-12-25 02:52:35,13.3
DT-000979,BCH-00653,EQ-103,PLT-001,Sensor malfunction,2024-12-25 04:34:45,61.8
DT-000980,BCH-00653,EQ-104,PLT-001,Sensor malfunction,2024-12-25 07:14:24,198.8
DT-000981,BCH-00654,EQ-101,PLT-001,Mechanical failure,2024-12-25 03:39:08,312.9
DT-000982,BCH-00654,EQ-102,PLT-001,Mechanical failure,2024-12-25 08:57:10,188.1
DT-000983,BCH-00654,EQ-103,PLT-001,Mechanical failure,2024-12-25 11:42:51,30.9
DT-000984,BCH-00654,EQ-103,PLT-001,Mechanical failure,2024-12-25 12:38:09,258.0
DT-000985,BCH-00654,EQ-104,PLT-001,Sensor malfunction,2024-12-25 16:48:28,472.4
DT-000986,BCH-00655,EQ-102,PLT-001,Mechanical failure,2024-12-25 15:22:21,103.9
DT-000987,BCH-00655,EQ-103,PLT-001,Mechanical failure,2024-12-25 18:13:42,144.5
DT-000988,BCH-00655,EQ-104,PLT-001,Scheduled maintenance overrun,2024-12-25 21:51:04,64.1
DT-000989,BCH-00656,EQ-101,PLT-001,Sensor malfunction,2024-12-26 07:22:41,139.6
DT-000990,BCH-00656,EQ-102,PLT-001,Scheduled maintenance overrun,2024-12-26 09:45:47,368.6
DT-000991,BCH-00657,EQ-101,PLT-001,Mechanical failure,2024-12-26 12:58:54,78.9
DT-000992,BCH-00657,EQ-102,PLT-001,Mechanical failure,2024-12-26 14:35:25,107.0
DT-000993,BCH-00657,EQ-103,PLT-001,Scheduled maintenance overrun,2024-12-26 17:17:31,104.0
DT-000994,BCH-00657,EQ-104,PLT-001,Mechanical failure,2024-12-26 20:39:52,54.1
DT-000995,BCH-00658,EQ-102,PLT-001,Electrical fault,2024-12-27 03:54:55,148.0
DT-000996,BCH-00658,EQ-104,PLT-001,Electrical fault,2024-12-27 10:37:47,118.4
DT-000997,BCH-00659,EQ-101,PLT-001,Mechanical failure,2024-12-28 17:18:58,70.0
DT-000998,BCH-00659,EQ-102,PLT-001,Sensor malfunction,2024-12-28 19:10:21,8.7
DT-000999,BCH-00659,EQ-103,PLT-001,Electrical fault,2024-12-28 21:26:24,7.8
DT-001000,BCH-00660,EQ-101,PLT-001,Scheduled maintenance overrun,2024-12-29 04:50:51,80.5
DT-001001,BCH-00660,EQ-102,PLT-001,Mechanical failure,2024-12-29 06:33:33,123.2
DT-001002,BCH-00660,EQ-103,PLT-001,Sensor malfunction,2024-12-29 08:44:39,282.6
DT-001003,BCH-00662,EQ-101,PLT-001,Scheduled maintenance overrun,2024-12-29 12:47:29,177.0
DT-001004,BCH-00662,EQ-102,PLT-001,Pneumatic failure,2024-12-29 15:28:29,29.7
DT-001005,BCH-00662,EQ-103,PLT-001,Mechanical failure,2024-12-29 16:34:11,50.1
DT-001006,BCH-00662,EQ-104,PLT-001,Pneumatic failure,2024-12-29 20:45:22,116.5
DT-001007,BCH-00663,EQ-101,PLT-001,Scheduled maintenance overrun,2024-12-29 13:00:33,9.3
DT-001008,BCH-00663,EQ-102,PLT-001,Pneumatic failure,2024-12-29 14:16:49,41.4
DT-001009,BCH-00664,EQ-102,PLT-001,Pneumatic failure,2024-12-30 02:18:48,207.6
DT-001010,BCH-00666,EQ-101,PLT-001,Sensor malfunction,2024-12-30 16:09:35,144.0
DT-001011,BCH-00666,EQ-102,PLT-001,Mechanical failure,2024-12-30 19:01:05,269.0
DT-001012,BCH-00666,EQ-103,PLT-001,Electrical fault,2024-12-30 22:32:04,34.4
DT-001013,BCH-00666,EQ-103,PLT-001,Electrical fault,2024-12-30 23:31:17,31.8
DT-001014,BCH-00666,EQ-104,PLT-001,Electrical fault,2024-12-31 02:06:35,252.4
DT-001015,BCH-00667,EQ-101,PLT-001,Mechanical failure,2024-12-30 21:42:43,182.7
DT-001016,BCH-00667,EQ-102,PLT-001,Mechanical failure,2024-12-31 01:21:48,28.6
DT-001017,BCH-00667,EQ-103,PLT-001,Mechanical failure,2024-12-31 03:12:33,192.6
DT-001018,BCH-00667,EQ-104,PLT-001,Sensor malfunction,2024-12-31 06:00:40,147.2
DT-001019,BCH-00667,EQ-104,PLT-001,Sensor malfunction,2024-12-31 07:04:17,426.2
DT-001020,BCH-00669,EQ-202,PLT-002,Mechanical failure,2024-01-02 13:24:20,3.4
DT-001021,BCH-00674,EQ-203,PLT-002,Mechanical failure,2024-01-04 19:15:08,8.7
DT-001022,BCH-00675,EQ-201,PLT-002,Pneumatic failure,2024-01-04 19:16:14,13.9
DT-001023,BCH-00675,EQ-201,PLT-002,Pneumatic failure,2024-01-04 18:11:12,2.3
DT-001024,BCH-00675,EQ-204,PLT-002,Electrical fault,2024-01-04 23:48:50,5.1
DT-001025,BCH-00678,EQ-204,PLT-002,Sensor malfunction,2024-01-07 06:06:55,8.5
DT-001026,BCH-00679,EQ-204,PLT-002,Sensor malfunction,2024-01-07 09:56:32,1.0
DT-001027,BCH-00680,EQ-201,PLT-002,Electrical fault,2024-01-09 14:02:30,8.9
DT-001028,BCH-00691,EQ-201,PLT-002,Mechanical failure,2024-01-12 13:13:40,2.7
DT-001029,BCH-00691,EQ-202,PLT-002,Mechanical failure,2024-01-12 14:27:52,4.9
DT-001030,BCH-00693,EQ-201,PLT-002,Mechanical failure,2024-01-14 07:14:43,14.9
DT-001031,BCH-00695,EQ-203,PLT-002,Electrical fault,2024-01-15 19:26:56,9.8
DT-001032,BCH-00697,EQ-202,PLT-002,Mechanical failure,2024-01-17 21:35:06,3.8
DT-001033,BCH-00697,EQ-202,PLT-002,Mechanical failure,2024-01-17 21:13:18,11.3
DT-001034,BCH-00705,EQ-204,PLT-002,Scheduled maintenance overrun,2024-01-23 06:10:48,9.5
DT-001035,BCH-00705,EQ-204,PLT-002,Mechanical failure,2024-01-23 05:54:12,6.6
DT-001036,BCH-00706,EQ-202,PLT-002,Mechanical failure,2024-01-23 07:38:29,3.6
DT-001037,BCH-00707,EQ-204,PLT-002,Sensor malfunction,2024-01-25 02:14:28,5.2
DT-001038,BCH-00709,EQ-202,PLT-002,Sensor malfunction,2024-01-25 03:46:27,17.0
DT-001039,BCH-00712,EQ-204,PLT-002,Scheduled maintenance overrun,2024-01-26 17:18:27,3.4
DT-001040,BCH-00712,EQ-204,PLT-002,Electrical fault,2024-01-26 19:01:25,1.5
DT-001041,BCH-00717,EQ-202,PLT-002,Sensor malfunction,2024-01-28 11:14:25,10.0
DT-001042,BCH-00719,EQ-202,PLT-002,Mechanical failure,2024-01-30 00:03:45,3.9
DT-001043,BCH-00720,EQ-204,PLT-002,Electrical fault,2024-01-30 10:56:02,1.3
DT-001044,BCH-00721,EQ-203,PLT-002,Sensor malfunction,2024-01-30 18:55:25,3.6
DT-001045,BCH-00722,EQ-202,PLT-002,Scheduled maintenance overrun,2024-01-31 15:37:17,3.0
DT-001046,BCH-00724,EQ-203,PLT-002,Electrical fault,2024-02-04 00:30:00,1.0
DT-001047,BCH-00726,EQ-201,PLT-002,Electrical fault,2024-02-05 10:00:56,11.8
DT-001048,BCH-00729,EQ-203,PLT-002,Sensor malfunction,2024-02-06 06:48:51,1.0
DT-001049,BCH-00730,EQ-201,PLT-002,Mechanical failure,2024-02-06 16:18:41,24.3
DT-001050,BCH-00735,EQ-202,PLT-002,Scheduled maintenance overrun,2024-02-09 23:46:14,11.9
DT-001051,BCH-00737,EQ-202,PLT-002,Electrical fault,2024-02-10 23:38:50,36.4
DT-001052,BCH-00739,EQ-201,PLT-002,Sensor malfunction,2024-02-13 21:38:08,3.9
DT-001053,BCH-00740,EQ-204,PLT-002,Pneumatic failure,2024-02-15 08:21:59,1.0
DT-001054,BCH-00748,EQ-204,PLT-002,Scheduled maintenance overrun,2024-02-21 12:06:23,1.0
DT-001055,BCH-00748,EQ-204,PLT-002,Pneumatic failure,2024-02-21 13:05:59,2.3
DT-001056,BCH-00752,EQ-203,PLT-002,Scheduled maintenance overrun,2024-02-21 14:46:30,1.0
DT-001057,BCH-00755,EQ-201,PLT-002,Pneumatic failure,2024-02-22 21:46:58,2.8
DT-001058,BCH-00756,EQ-204,PLT-002,Sensor malfunction,2024-02-24 12:59:58,17.0
DT-001059,BCH-00757,EQ-203,PLT-002,Sensor malfunction,2024-02-24 12:24:14,7.6
DT-001060,BCH-00758,EQ-201,PLT-002,Mechanical failure,2024-02-25 00:03:10,1.1
DT-001061,BCH-00758,EQ-204,PLT-002,Mechanical failure,2024-02-25 05:54:50,4.6
DT-001062,BCH-00761,EQ-202,PLT-002,Mechanical failure,2024-02-25 16:15:00,32.9
DT-001063,BCH-00763,EQ-201,PLT-002,Electrical fault,2024-02-26 13:57:25,15.0
DT-001064,BCH-00763,EQ-204,PLT-002,Scheduled maintenance overrun,2024-02-26 20:57:39,23.5
DT-001065,BCH-00765,EQ-201,PLT-002,Pneumatic failure,2024-02-27 12:08:03,4.4
DT-001066,BCH-00766,EQ-201,PLT-002,Scheduled maintenance overrun,2024-02-27 20:33:07,7.9
DT-001067,BCH-00767,EQ-203,PLT-002,Electrical fault,2024-02-28 01:24:09,44.8
DT-001068,BCH-00767,EQ-204,PLT-002,Electrical fault,2024-02-28 06:59:07,9.3
DT-001069,BCH-00767,EQ-204,PLT-002,Electrical fault,2024-02-28 06:27:21,17.6
DT-001070,BCH-00770,EQ-203,PLT-002,Electrical fault,2024-02-29 21:54:28,2.7
DT-001071,BCH-00770,EQ-203,PLT-002,Electrical fault,2024-02-29 22:10:10,14.0
DT-001072,BCH-00770,EQ-204,PLT-002,Electrical fault,2024-03-01 00:34:18,14.6
DT-001073,BCH-00772,EQ-203,PLT-002,Electrical fault,2024-03-03 07:54:56,5.6
DT-001074,BCH-00773,EQ-203,PLT-002,Scheduled maintenance overrun,2024-03-03 10:06:10,32.7
DT-001075,BCH-00776,EQ-202,PLT-002,Pneumatic failure,2024-03-05 19:39:15,2.2
DT-001076,BCH-00776,EQ-204,PLT-002,Electrical fault,2024-03-06 00:50:21,18.1
DT-001077,BCH-00780,EQ-201,PLT-002,Pneumatic failure,2024-03-07 08:28:30,5.0
DT-001078,BCH-00781,EQ-203,PLT-002,Mechanical failure,2024-03-07 16:20:37,17.7
DT-001079,BCH-00781,EQ-203,PLT-002,Sensor malfunction,2024-03-07 16:17:14,43.4
DT-001080,BCH-00781,EQ-204,PLT-002,Sensor malfunction,2024-03-07 20:45:52,9.1
DT-001081,BCH-00782,EQ-203,PLT-002,Mechanical failure,2024-03-07 19:55:33,19.6
DT-001082,BCH-00784,EQ-202,PLT-002,Sensor malfunction,2024-03-09 01:33:04,1.5
DT-001083,BCH-00785,EQ-202,PLT-002,Pneumatic failure,2024-03-10 04:56:43,19.6
DT-001084,BCH-00785,EQ-202,PLT-002,Mechanical failure,2024-03-10 05:05:40,40.1
DT-001085,BCH-00786,EQ-202,PLT-002,Pneumatic failure,2024-03-10 05:06:18,17.8
DT-001086,BCH-00786,EQ-203,PLT-002,Sensor malfunction,2024-03-10 06:40:49,14.4
DT-001087,BCH-00788,EQ-201,PLT-002,Pneumatic failure,2024-03-11 06:36:53,2.5
DT-001088,BCH-00789,EQ-201,PLT-002,Sensor malfunction,2024-03-11 16:45:38,2.9
DT-001089,BCH-00790,EQ-202,PLT-002,Electrical fault,2024-03-11 22:14:32,12.1
DT-001090,BCH-00792,EQ-202,PLT-002,Pneumatic failure,2024-03-13 18:23:02,60.6
DT-001091,BCH-00793,EQ-201,PLT-002,Pneumatic failure,2024-03-13 20:36:22,1.0
DT-001092,BCH-00793,EQ-204,PLT-002,Pneumatic failure,2024-03-14 01:45:07,1.9
DT-001093,BCH-00794,EQ-204,PLT-002,Sensor malfunction,2024-03-14 09:13:06,17.7
DT-001094,BCH-00798,EQ-203,PLT-002,Mechanical failure,2024-03-15 19:49:03,3.0
DT-001095,BCH-00799,EQ-204,PLT-002,Electrical fault,2024-03-16 18:14:28,9.8
DT-001096,BCH-00800,EQ-201,PLT-002,Sensor malfunction,2024-03-16 19:58:01,10.7
DT-001097,BCH-00800,EQ-203,PLT-002,Sensor malfunction,2024-03-16 23:03:53,10.8
DT-001098,BCH-00800,EQ-204,PLT-002,Sensor malfunction,2024-03-17 01:48:23,23.4
DT-001099,BCH-00801,EQ-204,PLT-002,Sensor malfunction,2024-03-17 06:11:22,10.8
DT-001100,BCH-00802,EQ-202,PLT-002,Mechanical failure,2024-03-17 09:35:11,5.5
DT-001101,BCH-00802,EQ-202,PLT-002,Scheduled maintenance overrun,2024-03-17 09:20:05,3.3
DT-001102,BCH-00802,EQ-204,PLT-002,Mechanical failure,2024-03-17 14:14:32,14.8
DT-001103,BCH-00803,EQ-201,PLT-002,Scheduled maintenance overrun,2024-03-17 17:49:31,16.6
DT-001104,BCH-00804,EQ-201,PLT-002,Mechanical failure,2024-03-17 19:33:04,16.8
DT-001105,BCH-00805,EQ-203,PLT-002,Scheduled maintenance overrun,2024-03-18 01:55:11,21.9
